"","chrstrandcoord","gene","endosperm1","endosperm2","endosperm3","shoot1","shoot2","shoot3","leaf_60days1","leaf_60days2","leaf_60days3","root_5days1","root_5days2","root_5days3"
"1464","Chr12+3746719","LOC_Os12g07530",0,0,0,0,0,0,0,0,0,0,0,0
"1465","Chr12+3749396","LOC_Os12g07530",69,1,14,39,35,35,76,86,64,34,38,34
"1466","Chr12+4047258","LOC_Os12g07970",3,0,3,66,75,72,31,28,28,76,84,76
"1467","Chr12+4045378","LOC_Os12g07970",0,2,0,0,0,0,1,1,1,0,0,0
"1468","Chr12+6613717","LOC_Os12g12080",3,6,3,0,0,0,0,0,0,0,0,0
"1469","Chr12+6614674","LOC_Os12g12080",0,1,1,1,0,2,1,0,1,1,0,2
"1470","Chr12+6896836","LOC_Os12g12514",0,0,0,16,16,17,0,0,0,1,2,2
"1471","Chr12+6893643","LOC_Os12g12514",1,1,3,1,1,1,0,0,0,0,1,0
"1472","Chr12+9365201","LOC_Os12g16350",165,92,6,112,82,100,75,73,70,91,101,98
"1473","Chr12+9353036","LOC_Os12g16350",8,5,6,0,1,0,0,0,0,0,0,0
"1474","Chr12+9353561","LOC_Os12g16350",0,0,0,0,0,0,0,0,0,0,0,0
"1475","Chr12+9355781","LOC_Os12g16350",1,10,18,0,0,0,0,0,0,0,0,0
"1476","Chr12+9365494","LOC_Os12g16350",296,202,271,169,107,130,300,247,185,135,147,143
"1477","Chr12+9360849","LOC_Os12g16350",4,2,13,0,0,0,0,0,1,0,0,0
"1478","Chr12+9357549","LOC_Os12g16350",8,4,7,0,0,0,0,0,0,0,0,0
"1479","Chr12-10454469","LOC_Os12g18130",7,2,6,7,4,8,2,2,2,2,1,5
"1480","Chr12-10457007","LOC_Os12g18130",0,0,0,3,0,1,0,0,0,0,0,0
"1481","Chr12-10457465","LOC_Os12g18130",0,0,0,0,0,0,0,0,0,0,0,0
"1482","Chr12-10454645","LOC_Os12g18130",0,7,2,0,0,0,0,2,1,0,0,0
"1483","Chr12-10468305","LOC_Os12g18150",0,39,14,24,17,24,10,17,6,16,21,13
"1484","Chr12-10468185","LOC_Os12g18150",1,1,6,6,3,6,3,2,5,11,9,9
"1485","Chr12-11194013","LOC_Os12g19304",21,166,1,46,50,47,48,71,64,19,21,20
"1486","Chr12-11198317","LOC_Os12g19304",1,0,0,0,0,2,1,0,1,2,2,3
"1487","Chr12-11196962","LOC_Os12g19304",0,0,1,0,2,3,0,0,0,0,0,0
"1488","Chr12-11201831","LOC_Os12g19304",2,8,1,13,12,15,4,3,4,1,1,2
"1489","Chr12+11321756","LOC_Os12g19470",2,3,3,44,46,40,53,55,44,0,0,1
"1490","Chr12+11321355","LOC_Os12g19470",82,69,25,7571,6153,6746,4781,3321,4367,27,29,33
"1491","Chr12+11322506","LOC_Os12g19470",6,7,14,802,880,825,1562,1131,1275,5,6,7
"1492","Chr12+12207528","LOC_Os12g21710",13,8,14,4,3,2,5,4,5,3,1,3
"1493","Chr12+12207877","LOC_Os12g21710",2,10,1,2,0,0,0,2,2,1,0,0
"1494","Chr12+12207782","LOC_Os12g21710",13,5,12,0,0,0,0,0,0,0,0,0
"1495","Chr12+12207625","LOC_Os12g21710",50,56,43,52,55,57,67,43,54,19,17,19
"1496","Chr12-13815960","LOC_Os12g24250",22,9,20,0,0,0,0,0,0,0,0,1
"1497","Chr12-13828653","LOC_Os12g24250",3,2,4,5,2,5,1,0,0,0,1,0
"1498","Chr12-13815588","LOC_Os12g24250",7,11,0,15,17,19,2,10,15,13,15,20
"1499","Chr12-13815787","LOC_Os12g24250",25,52,41,89,104,101,42,56,57,128,122,87
"1500","Chr12+14057489","LOC_Os12g24580",2,2,0,11,14,15,0,0,0,17,26,17
"1501","Chr12+14057369","LOC_Os12g24580",36,9,26,64,66,92,26,32,24,149,136,153
"1502","Chr12-17406580","LOC_Os12g29340",97,18,90,13,12,10,10,9,11,43,38,42
"1503","Chr12-17406833","LOC_Os12g29340",13,11,34,35,32,42,21,23,23,29,75,72
"1504","Chr12-17406245","LOC_Os12g29340",6,12,9,0,0,0,0,0,0,0,0,0
"1505","Chr12-17406200","LOC_Os12g29340",6,2,0,0,2,0,0,0,0,1,3,3
"1506","Chr12+18005089","LOC_Os12g30060",49,50,39,23,10,15,25,23,28,43,40,43
"1507","Chr12+18005230","LOC_Os12g30060",15,19,13,4,0,1,8,3,2,2,3,4
"1508","Chr12+19537195","LOC_Os12g32380",31,17,32,0,0,0,1,0,0,1,2,1
"1509","Chr12+19538293","LOC_Os12g32380",376,264,371,652,657,599,280,271,273,1042,1282,1142
"1510","Chr12+19612842","LOC_Os12g32499",0,0,0,0,0,0,0,2,2,0,0,0
"1511","Chr12+19622926","LOC_Os12g32499",2,0,3,0,0,0,0,0,0,0,0,0
"1512","Chr12+19613073","LOC_Os12g32499",3,7,0,0,0,0,0,0,0,0,0,0
"1513","Chr12+19619245","LOC_Os12g32499",0,0,0,0,0,0,0,0,0,0,0,0
"1514","Chr12+19622888","LOC_Os12g32499",5,4,5,0,0,0,0,0,0,0,0,0
"1515","Chr12+19620235","LOC_Os12g32499",0,0,0,0,0,0,0,0,0,0,0,0
"1516","Chr12+19637033","LOC_Os12g32536",1,4,16,1,4,1,4,2,4,1,0,0
"1517","Chr12+19637926","LOC_Os12g32536",16,28,24,31,26,27,71,64,70,15,12,10
"1518","Chr12+19637741","LOC_Os12g32536",2,3,5,1,0,2,1,1,1,1,1,2
"1519","Chr12+21639086","LOC_Os12g35580",141,113,89,135,136,127,110,136,134,62,70,70
"1520","Chr12+21639407","LOC_Os12g35580",2,2,6,0,0,0,1,1,0,0,0,0
"1521","Chr12+21638270","LOC_Os12g35580",1,10,2,16,13,19,10,8,9,6,4,8
"1522","Chr12+21639209","LOC_Os12g35580",13,20,9,22,15,17,7,5,9,10,10,19
"1523","Chr12+22599177","LOC_Os12g36870",0,0,0,5,2,3,3,0,4,0,0,0
"1524","Chr12+22598292","LOC_Os12g36870",0,0,0,7,12,2,2,2,3,0,0,0
"1525","Chr12+22598946","LOC_Os12g36870",0,0,0,4,4,4,4,4,3,0,0,0
"1526","Chr12-23307979","LOC_Os12g37939",0,0,7,44,55,38,94,69,110,57,59,58
"1527","Chr12-23311351","LOC_Os12g37939",0,0,0,2,5,3,0,0,1,0,2,6
"1528","Chr12-23313189","LOC_Os12g37939",0,0,0,3,4,3,16,2,13,4,2,3
"1529","Chr12-23313380","LOC_Os12g37939",0,0,0,0,0,0,0,1,0,1,1,0
"1530","Chr12-23307912","LOC_Os12g37939",8,5,0,59,58,67,38,57,47,49,65,89
"1531","Chr12-23308079","LOC_Os12g37939",0,0,0,0,0,1,0,0,0,0,2,1
"1532","Chr12-23313480","LOC_Os12g37939",3,0,2,0,0,0,2,0,1,1,0,1
"1533","Chr12-23314403","LOC_Os12g37939",5,1,3,0,0,0,0,0,0,0,1,0
"1534","Chr12+23637533","LOC_Os12g38490",42,70,66,65,48,68,123,127,103,57,63,61
"1535","Chr12+23637140","LOC_Os12g38490",34,26,21,24,21,27,21,25,21,81,78,52
"1536","Chr12+24934775","LOC_Os12g40279",2,1,2,2,3,2,1,2,0,3,3,3
"1537","Chr12+24943616","LOC_Os12g40279",57,110,96,94,45,94,114,108,114,41,38,37
"1538","Chr12+24925960","LOC_Os12g40279",0,0,1,0,0,0,0,0,0,0,0,0
"1539","Chr12+24950649","LOC_Os12g40279",33,44,13,48,50,48,101,106,103,56,48,46
"1540","Chr12-26629913","LOC_Os12g42860",0,0,0,7,10,8,19,20,6,7,2,7
"1541","Chr12-26630080","LOC_Os12g42860",102,93,49,316,266,272,303,252,295,193,189,157
"1542","Chr12-27028041","LOC_Os12g43560",0,1,0,6,4,4,1,0,0,3,3,5
"1543","Chr12-27025539","LOC_Os12g43560",84,57,77,25,21,21,6,9,6,7,8,6
"1544","Chr12-27025466","LOC_Os12g43560",186,159,235,212,199,183,64,60,66,98,112,116
"1545","Chr12-27295600","LOC_Os12g44000",10,2,1,0,0,0,0,0,0,0,0,0
"1546","Chr12-27295464","LOC_Os12g44000",33,32,44,41,47,42,55,31,56,53,72,66
