"","chrstrandcoord","gene","endosperm1","endosperm2","endosperm3","imbibed_seed1","imbibed_seed2","imbibed_seed3","shoot1","shoot2","shoot3","leaf_20days1","leaf_20days2","leaf_20days3","root_5days1","root_5days2","root_5days3","root_60days1","root_60days2","root_60days3","mature_pollen1","mature_pollen2","mature_pollen3","pistil1","pistil2","pistil3"
"967","Chr6-25073672","LOC_Os06g41810",41,44,43,24,24,31,52,57,53,55,94,112,20,16,8,14,0,5,2,2,8,43,46,40
"968","Chr6-25899616","LOC_Os06g43090",0,3,1,0,0,0,1,4,3,0,2,0,0,6,1,7,8,4,2,9,6,7,6,4
"969","Chr6-25899526","LOC_Os06g43090",2,4,3,57,25,28,27,23,21,4,3,2,27,23,16,49,52,44,0,0,0,67,69,56
"970","Chr6-25899445","LOC_Os06g43090",3,2,0,35,49,57,72,51,58,1,5,6,38,47,53,84,98,99,19,27,41,248,232,262
"971","Chr6-25899296","LOC_Os06g43090",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,5,0,0,0,1,5,3
"972","Chr6+26303034","LOC_Os06g43680",8,16,5,10,3,6,10,6,7,19,18,15,4,9,7,21,21,5,0,0,0,5,8,14
"973","Chr6+26297637","LOC_Os06g43680",9,9,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"974","Chr6+26302824","LOC_Os06g43680",0,26,60,6,5,2,5,6,7,6,4,3,0,8,5,12,12,11,8,5,3,11,10,10
"975","Chr6+26303103","LOC_Os06g43680",25,25,19,22,21,14,35,29,33,66,65,62,26,28,23,84,83,76,1,9,33,23,26,13
"976","Chr6-26637991","LOC_Os06g44150",2,3,1,1,2,2,1,1,2,9,8,8,2,2,2,0,3,7,9,38,1,2,0,3
"977","Chr6-26635719","LOC_Os06g44150",3,1,2,7,10,7,5,2,2,61,40,42,10,5,2,5,9,5,0,0,0,9,6,8
"978","Chr6-26635628","LOC_Os06g44150",0,0,0,4,0,7,23,16,48,62,60,47,23,23,20,8,8,7,39,17,58,16,13,9
"979","Chr6-26948705","LOC_Os06g44620",8,6,14,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
"980","Chr6-26945604","LOC_Os06g44620",0,2,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1
"981","Chr6-26943172","LOC_Os06g44620",111,126,141,20,52,61,236,244,228,185,151,224,263,262,236,212,235,212,50,3,12,167,163,113
"982","Chr6+27561599","LOC_Os06g45540",0,0,0,15,17,14,1,4,1,0,0,0,1,1,1,2,1,3,0,0,0,161,162,160
"983","Chr6+27561475","LOC_Os06g45540",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,8,18,13,16
"984","Chr6+27561347","LOC_Os06g45540",0,0,0,2,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26,21
"985","Chr6+28402076","LOC_Os06g46770",5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"986","Chr6+28404272","LOC_Os06g46770",4,7,7,3,4,5,2,3,1,8,2,8,0,5,2,14,11,12,0,0,0,4,4,4
"987","Chr6-28641300","LOC_Os06g47230",2,1,4,0,0,0,0,1,0,0,0,0,4,2,9,1,2,5,0,0,0,0,0,0
"988","Chr6-28639437","LOC_Os06g47230",3809,4013,4068,3731,3802,3486,1644,1707,1571,2562,2680,2491,2862,2618,2755,3325,3577,3340,4276,3428,3839,2601,2527,2603
"989","Chr6-28640867","LOC_Os06g47230",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,42,0,3,0,0,0
"990","Chr6+28706369","LOC_Os06g47350",1253,1208,1314,632,677,647,296,295,303,997,932,780,264,281,258,654,593,863,146,1047,88,905,996,936
"991","Chr6+28701964","LOC_Os06g47350",26,51,32,15,14,11,4,5,1,6,6,8,4,7,5,12,8,10,20,56,2,1,3,2
"992","Chr6-29215091","LOC_Os06g48320",14,22,27,0,0,2,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
"993","Chr6-29217421","LOC_Os06g48320",15,34,64,0,9,11,4,4,3,0,0,0,1,0,1,4,0,0,0,0,0,2,0,3
"994","Chr6-29215435","LOC_Os06g48320",140,148,154,109,122,63,46,47,41,19,19,17,37,33,42,20,24,26,200,89,106,48,43,60
"995","Chr6-29215735","LOC_Os06g48320",0,1,0,0,3,5,5,5,1,5,1,0,0,2,2,2,2,2,1,1,0,1,0,1
"996","Chr6-29215275","LOC_Os06g48320",43,39,19,19,16,20,4,4,6,3,2,0,9,12,9,3,4,6,43,35,42,5,6,3
"997","Chr6-29217696","LOC_Os06g48320",13,33,42,9,5,6,6,2,0,0,1,0,4,3,3,3,1,1,0,0,0,1,0,1
"998","Chr6-29958681","LOC_Os06g49440",0,0,0,0,0,0,1,1,1,1,1,3,1,2,2,1,0,0,0,0,0,1,1,1
"999","Chr6-29955988","LOC_Os06g49440",4,20,31,48,36,32,7,14,8,24,31,16,12,21,10,14,12,11,19,22,40,30,32,30
"1000","Chr6-29955619","LOC_Os06g49440",3,2,9,5,7,9,5,7,3,25,16,16,4,10,7,4,5,12,0,0,0,3,12,5
"1001","Chr6+31184620","LOC_Os06g51480",3,1,1,0,0,0,4,4,5,5,0,7,8,5,9,7,8,5,0,0,0,5,3,4
"1002","Chr6+31184283","LOC_Os06g51480",47,61,37,29,55,14,85,86,100,129,118,123,115,142,133,144,143,130,166,100,249,65,71,61
"1003","Chr7+21062","LOC_Os07g01030",0,0,0,3,4,4,21,15,15,26,25,30,0,0,1,0,0,0,0,0,0,1,1,1
"1004","Chr7+21337","LOC_Os07g01030",37,15,23,12,14,21,180,211,248,566,512,512,12,23,23,10,11,8,23,54,44,40,37,36
"1005","Chr7-451747","LOC_Os07g01770",20,10,10,12,28,3,9,0,9,0,4,1,5,4,6,16,9,7,67794,71474,44021,29,37,32
"1006","Chr7-453397","LOC_Os07g01770",0,0,0,2,1,2,2,0,3,0,0,0,0,2,1,2,3,1,9,19,3,0,4,4
"1007","Chr7-452595","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,8,0,0,0
"1008","Chr7-453618","LOC_Os07g01770",0,0,0,4,0,9,4,4,5,0,0,0,7,9,6,12,5,5,2,0,2,4,3,5
"1009","Chr7-457751","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,309,277,0,0,0
"1010","Chr7-452404","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,110,110,0,0,0
"1011","Chr7-607252","LOC_Os07g01990",1,0,1,2,0,1,2,0,1,1,1,0,0,0,0,0,0,0,6,2,0,0,2,0
"1012","Chr7-604708","LOC_Os07g01990",204,152,181,91,104,109,168,171,196,188,284,212,136,138,129,94,86,87,230,212,218,123,102,84
"1013","Chr7-604833","LOC_Os07g01990",1,2,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1014","Chr7+798364","LOC_Os07g02340",0,0,0,8,2,6,0,0,1,0,0,0,0,0,0,6,11,9,34,41,28,17,17,1
"1015","Chr7+798246","LOC_Os07g02340",1,1,7,2,5,4,2,2,0,0,0,0,0,0,0,9,7,7,0,0,0,1,1,1
"1016","Chr7+799174","LOC_Os07g02340",0,5,14,10,6,9,3,5,6,12,12,12,8,7,8,27,21,28,36,28,72,6,5,9
"1017","Chr7+798977","LOC_Os07g02340",431,475,503,1043,794,1105,870,863,897,1089,1151,1099,764,758,750,1424,1487,2129,1076,1621,1268,729,718,732
"1018","Chr7+3244556","LOC_Os07g06644",7,14,10,43,63,33,125,130,123,411,450,428,37,40,33,14,11,20,30,30,19,61,68,91
"1019","Chr7+3242941","LOC_Os07g06644",0,0,0,7,8,6,16,17,17,30,38,34,9,9,10,1,1,1,12,1,4,12,23,17
"1020","Chr7-3847108","LOC_Os07g07680",2,0,3,2,1,2,3,1,1,3,0,1,3,2,0,2,1,1,1,3,2,7,7,10
"1021","Chr7-3847055","LOC_Os07g07680",19,16,9,25,67,46,172,145,142,147,118,161,105,84,108,151,152,178,102,66,31,296,340,346
"1022","Chr7-4150686","LOC_Os07g08170",10,10,10,4,0,5,1,1,1,15,6,3,0,1,1,1,3,0,0,0,0,2,0,1
"1023","Chr7-4151057","LOC_Os07g08170",44,75,137,84,117,108,29,27,25,19,27,22,50,50,49,42,45,43,31,8,28,51,42,42
"1024","Chr7-4150765","LOC_Os07g08170",1,0,3,0,1,4,0,0,1,0,0,1,4,4,4,0,0,0,0,0,0,1,1,1
"1025","Chr7-4185358","LOC_Os07g08210",38,31,37,11,14,15,12,13,13,27,38,37,8,7,8,0,6,7,71,32,7,9,19,18
"1026","Chr7-4185763","LOC_Os07g08210",6,13,7,5,0,0,20,8,21,33,36,35,7,4,13,4,0,4,29,2,57,6,7,11
"1027","Chr7-4185233","LOC_Os07g08210",6,5,19,9,4,7,13,13,12,61,45,33,12,10,9,5,7,5,1,118,23,11,16,10
"1028","Chr7-5128827","LOC_Os07g09670",8,6,4,2,2,0,0,0,0,0,0,0,0,0,0,15,13,13,0,0,0,0,0,0
"1029","Chr7-5128529","LOC_Os07g09670",0,0,0,2,0,2,1,1,1,6,0,7,4,1,2,2,5,0,0,0,0,2,0,3
"1030","Chr7-5128678","LOC_Os07g09670",78,48,54,24,19,21,18,25,27,17,14,8,43,41,72,106,171,169,7,3,23,9,10,12
"1031","Chr7-6115520","LOC_Os07g11060",2,3,1,0,0,0,0,0,0,3,3,3,1,1,0,0,0,0,8,17,17,0,0,1
"1032","Chr7-6108152","LOC_Os07g11060",115,110,110,133,147,100,152,126,134,130,114,137,175,165,133,115,104,108,109,7,47,73,78,63
"1033","Chr7-8939846","LOC_Os07g15440",0,0,0,4,3,3,2,1,1,0,0,0,2,1,2,1,0,2,1,0,0,4,4,3
"1034","Chr7-8930453","LOC_Os07g15440",30,30,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,18,29,14,1,4,8
"1035","Chr7-8938123","LOC_Os07g15440",4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1036","Chr7-8930109","LOC_Os07g15440",35,7,17,7,6,23,3,2,5,1,1,0,1,1,0,9,9,9,0,0,0,20,17,21
"1037","Chr7-10127947","LOC_Os07g17210",4,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"1038","Chr7-10133881","LOC_Os07g17210",0,0,0,2,2,2,4,5,2,2,1,3,1,2,2,0,0,0,1,8,15,0,0,0
"1039","Chr7-10127706","LOC_Os07g17210",13,32,20,6,5,2,5,3,3,1,0,2,2,2,2,1,2,3,35,25,24,8,12,20
"1040","Chr7-10822540","LOC_Os07g18250",4,2,2,0,2,2,5,0,0,1,0,1,2,1,0,3,0,2,1,2,1,0,0,2
"1041","Chr7-10817328","LOC_Os07g18250",1,27,2,26,27,26,36,28,13,31,27,27,33,25,31,37,21,23,34,19,4,53,40,29
"1042","Chr7-10817417","LOC_Os07g18250",11,3,20,3,3,3,7,5,5,2,4,3,6,6,6,4,3,3,0,0,0,2,6,5
"1043","Chr7+11221181","LOC_Os07g18930",29,32,44,11,8,7,4,6,1,7,3,9,3,4,5,0,2,0,4,1,6,8,7,7
"1044","Chr7+11221295","LOC_Os07g18930",4,2,0,0,2,2,3,3,5,7,12,3,5,4,4,1,2,1,0,0,0,4,5,1
"1045","Chr7+12566795","LOC_Os07g22390",16,2,4,1,5,3,5,5,8,6,11,1,6,5,5,6,11,19,0,0,0,5,9,5
"1046","Chr7+12570172","LOC_Os07g22390",37,42,121,65,47,40,66,65,59,14,32,49,40,40,46,33,44,49,15,12,1,73,88,85
"1047","Chr7+12566736","LOC_Os07g22390",0,0,0,4,8,4,5,4,8,3,3,5,5,6,6,5,3,7,0,0,0,5,9,1
"1048","Chr7-13058176","LOC_Os07g23169",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,5,0,0,0
"1049","Chr7-13058980","LOC_Os07g23169",2,0,1,2,4,3,0,0,0,2,0,4,0,2,0,0,1,0,0,0,0,1,2,3
"1050","Chr7-13057842","LOC_Os07g23169",8,3,16,13,13,27,5,5,3,3,2,2,3,4,2,1,6,8,0,0,0,15,18,21
"1051","Chr7-13064601","LOC_Os07g23169",7,2,10,0,1,1,0,0,1,1,2,1,2,1,1,0,0,0,0,0,0,1,0,1
"1052","Chr7-13064529","LOC_Os07g23169",9,14,8,7,8,7,2,0,0,4,10,15,3,4,3,3,3,1,0,0,0,0,5,0
"1053","Chr7-13064446","LOC_Os07g23169",2,1,3,7,7,10,1,4,2,11,0,14,5,5,3,4,4,2,0,0,0,5,1,9
"1054","Chr7-13436763","LOC_Os07g23790",45,25,22,107,113,109,103,106,104,139,183,152,112,110,136,115,182,135,66,5,405,106,110,106
"1055","Chr7-13439141","LOC_Os07g23790",0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,19,27,19,0,0,0
"1056","Chr7-13439354","LOC_Os07g23790",13,8,21,12,12,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1057","Chr7-13438764","LOC_Os07g23790",0,1,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"1058","Chr7-13438287","LOC_Os07g23790",0,0,0,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,47,91,15,0,0,0
"1059","Chr7-13438691","LOC_Os07g23790",0,0,0,5,0,1,0,0,1,0,0,0,1,0,0,1,2,3,11,21,18,0,0,0
"1060","Chr7-13439556","LOC_Os07g23790",8,10,8,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1061","Chr7-13437936","LOC_Os07g23790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,18,3,11,0,0,0
"1062","Chr7-13438573","LOC_Os07g23790",18,21,33,0,1,12,3,1,2,5,2,6,3,1,4,2,2,2,0,0,0,2,2,2
"1063","Chr7-13513635","LOC_Os07g23900",5,7,7,4,4,6,0,0,1,0,0,0,4,1,2,3,0,4,0,0,0,9,7,10
"1064","Chr7-13513516","LOC_Os07g23900",1,0,2,0,0,0,0,0,0,0,0,0,1,1,3,1,0,2,5,2,0,3,3,3
"1065","Chr7+15407379","LOC_Os07g26690",0,0,0,0,2,8,6,8,4,1,2,3,0,2,3,2,2,2,0,0,0,1,0,0
"1066","Chr7+15410010","LOC_Os07g26690",0,0,0,52,23,47,97,97,96,67,65,63,101,131,126,24,27,17,19,8,8,9,11,10
"1067","Chr7+15409709","LOC_Os07g26690",122,144,133,1558,1253,1570,3574,3263,3546,2641,2585,2955,4603,4315,4538,1713,1736,1749,644,584,647,679,686,687
"1068","Chr7-16627446","LOC_Os07g28440",0,0,0,0,0,0,2,3,1,1,3,0,2,0,0,1,2,1,16,25,8,0,0,0
"1069","Chr7-16628159","LOC_Os07g28440",4,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,12,6,0,0,0
"1070","Chr7-16627852","LOC_Os07g28440",3,0,3,0,10,3,0,0,0,0,0,0,0,1,0,0,2,3,0,11,5,1,1,1
"1071","Chr7-16627620","LOC_Os07g28440",374,381,375,317,358,649,285,265,310,295,336,315,290,342,267,665,429,507,12402,11939,10401,286,319,365
"1072","Chr7+16675328","LOC_Os07g28480",5,10,5,22,30,30,68,80,64,216,237,229,6,3,4,5,4,4,4,72,1,1,1,1
"1073","Chr7+16675251","LOC_Os07g28480",31,14,27,22,30,11,85,63,83,172,213,162,7,0,6,1,3,3,68,118,49,0,1,1
"1074","Chr7-17883269","LOC_Os07g30250",7,4,3,1,0,1,4,5,5,10,7,6,9,9,9,4,4,7,21,121,40,1,1,1
"1075","Chr7-17881257","LOC_Os07g30250",1,4,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1076","Chr7-17881209","LOC_Os07g30250",11,4,4,3,18,9,14,4,19,8,14,18,8,8,9,8,6,13,0,0,0,10,16,16
"1077","Chr7-17880997","LOC_Os07g30250",3,3,4,39,49,62,49,50,70,107,134,147,61,66,64,36,42,40,27,51,4,70,57,46
"1078","Chr7-18246162","LOC_Os07g30820",6,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1079","Chr7-18241608","LOC_Os07g30820",674,625,626,620,738,526,192,196,206,357,366,321,206,219,204,230,290,224,480,16,401,400,347,352
"1080","Chr7-18253476","LOC_Os07g30840",13,12,13,3,2,7,12,5,10,15,18,19,8,9,8,6,15,6,5,2,1,4,5,6
"1081","Chr7-18253699","LOC_Os07g30840",162,171,174,151,149,116,106,115,115,101,104,89,124,129,178,94,91,92,125,95,59,154,127,150
"1082","Chr7-18253785","LOC_Os07g30840",2,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1083","Chr7-18253842","LOC_Os07g30840",2,6,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1084","Chr7+18324603","LOC_Os07g30940",210,238,247,115,109,120,179,202,195,97,107,88,170,180,167,175,161,171,92,83,52,86,112,108
"1085","Chr7+18324430","LOC_Os07g30940",29,82,77,4,1,1,0,0,0,0,0,0,2,1,1,0,2,4,0,0,0,0,2,0
"1086","Chr7+19289539","LOC_Os07g32420",148,154,153,146,128,94,33,36,29,64,61,63,23,32,25,57,50,49,97,92,53,69,58,64
"1087","Chr7+19289709","LOC_Os07g32420",175,160,114,124,201,193,73,66,71,260,266,285,68,60,40,124,123,134,323,78,83,90,94,87
"1088","Chr7+19288958","LOC_Os07g32420",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"1089","Chr7+20566854","LOC_Os07g34320",5,6,3,2,2,2,4,2,7,7,5,5,1,2,1,1,1,1,1,2,11,0,0,0
"1090","Chr7+20566670","LOC_Os07g34320",0,0,0,0,0,0,18,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1091","Chr7+22571398","LOC_Os07g37640",1,4,5,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
"1092","Chr7+22570551","LOC_Os07g37640",0,2,2,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,7,8,5,0,0,0
"1093","Chr7+22571508","LOC_Os07g37640",80,39,90,45,45,46,22,18,19,21,19,18,47,62,47,33,32,19,84,66,7,162,114,139
"1094","Chr7-23507113","LOC_Os07g39270",3,2,9,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,2,2,0,0,0
"1095","Chr7-23507310","LOC_Os07g39270",24,13,29,1,4,1,11,12,11,6,6,9,2,2,2,11,9,13,19,15,13,2,3,2
"1096","Chr7-23506870","LOC_Os07g39270",9,14,5,0,2,2,4,2,4,5,3,0,0,0,2,2,1,3,3,0,4,5,4,6
"1097","Chr7-23507029","LOC_Os07g39270",8,6,11,0,3,2,4,4,3,4,2,2,2,1,0,1,1,5,1,17,1,0,0,0
"1098","Chr7-23507510","LOC_Os07g39270",36,30,31,17,1,16,222,219,179,116,133,131,34,34,35,155,144,142,100,54,180,55,55,50
"1099","Chr7+23543690","LOC_Os07g39310",33,13,36,7,3,6,13,10,11,2,3,4,9,9,7,10,18,12,0,0,0,10,7,6
"1100","Chr7+23544043","LOC_Os07g39310",3,16,9,3,1,4,0,0,0,0,0,1,0,1,1,0,0,0,31,23,23,0,0,1
"1101","Chr7+23543533","LOC_Os07g39310",138,178,136,119,68,83,92,109,105,50,46,51,32,20,27,97,103,101,4,58,42,110,115,108
"1102","Chr7+23540766","LOC_Os07g39310",2,2,4,1,0,3,6,5,4,3,11,3,5,7,3,1,2,2,12,4,5,1,1,3
"1103","Chr7-23893991","LOC_Os07g39850",0,0,0,1,0,3,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,3,4,3
"1104","Chr7-23894122","LOC_Os07g39850",1,2,2,10,10,10,65,59,58,1,1,1,15,6,5,4,3,2,36,18,57,164,153,159
"1105","Chr7+23931220","LOC_Os07g39900",936,884,855,284,366,423,136,158,116,354,337,332,147,148,124,394,421,342,898,28,1251,245,259,268
"1106","Chr7+23926466","LOC_Os07g39900",0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,11,6,4,0,0,0
"1107","Chr7+23930644","LOC_Os07g39900",0,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"1108","Chr7+26850227","LOC_Os07g45000",257,299,242,471,464,475,31,33,33,170,187,177,34,31,36,20,21,22,109,117,122,55,51,54
"1109","Chr7+26850359","LOC_Os07g45000",0,1,2,7,3,4,1,7,8,20,20,10,6,5,5,1,0,3,0,0,0,0,0,1
"1110","Chr7+27722459","LOC_Os07g46450",1,1,0,2,1,2,3,0,1,0,0,0,0,0,0,0,1,0,1,0,5,1,2,2
"1111","Chr7+27722660","LOC_Os07g46450",1,15,30,8,23,26,139,139,144,28,19,34,29,47,33,62,64,62,11,2,11,81,72,77
"1112","Chr7-27783663","LOC_Os07g46520",254,246,272,67,66,91,163,163,165,1159,1117,1176,65,70,68,34,19,27,59,785,1323,52,76,43
"1113","Chr7-27785620","LOC_Os07g46520",0,0,0,1,0,1,0,0,0,9,0,2,0,1,0,1,0,0,0,0,0,0,1,0
"1114","Chr7-27783465","LOC_Os07g46520",0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"1115","Chr7-28191080","LOC_Os07g47150",16,20,36,30,20,30,9,16,16,7,4,4,21,29,31,14,19,16,17,2,7,45,40,54
"1116","Chr7-28189797","LOC_Os07g47150",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2
"1117","Chr7-29248108","LOC_Os07g48880",1,0,1,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0
"1118","Chr7-29247577","LOC_Os07g48880",2,1,1,0,0,0,3,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"1119","Chr7-29248465","LOC_Os07g48880",0,0,0,2,2,1,8,6,4,12,12,18,3,3,2,4,3,4,4,0,0,6,6,8
"1120","Chr7-29247837","LOC_Os07g48880",13,10,18,23,6,1,8,7,7,12,10,8,5,3,4,5,4,4,1,10,4,18,17,19
"1121","Chr7-29295224","LOC_Os07g48960",1,1,2,0,0,0,1,1,1,4,5,0,2,5,0,2,2,2,10,28,2,0,1,1
"1122","Chr7-29292322","LOC_Os07g48960",75,55,79,70,44,57,23,22,26,4,7,2,76,77,72,44,48,40,5,33,13,29,54,39
"1123","Chr7-29292454","LOC_Os07g48960",52,31,38,99,12,64,16,17,20,4,4,3,43,50,43,24,21,26,40,4,91,42,39,38
"1124","Chr7+29370450","LOC_Os07g49040",16,14,11,67,75,32,88,76,89,34,43,63,95,100,86,87,76,74,216,290,17,153,109,131
"1125","Chr7+29370153","LOC_Os07g49040",3,0,2,3,1,2,1,2,0,0,0,0,1,4,0,3,7,9,0,0,0,1,2,0
"1126","Chr7+29400763","LOC_Os07g49110",0,0,0,0,0,0,0,1,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"1127","Chr7+29401829","LOC_Os07g49110",17,17,15,6,8,7,399,332,339,1458,1511,1480,86,87,78,48,48,41,86,53,15,60,49,56
"1128","Chr7+29400050","LOC_Os07g49110",0,0,0,0,0,0,6,4,8,1,3,4,0,0,1,0,0,1,0,0,0,2,4,0
"1129","Chr8+191783","LOC_Os08g01290",3,5,1,7,6,7,2,1,11,1,4,7,11,11,9,27,24,24,0,0,0,5,5,6
"1130","Chr8+188813","LOC_Os08g01290",0,0,0,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1131","Chr8+191880","LOC_Os08g01290",0,0,3,15,10,17,3,3,3,0,0,6,4,5,0,13,17,24,0,0,0,4,7,1
"1132","Chr8+190990","LOC_Os08g01290",0,0,1,0,0,4,0,1,2,0,2,1,1,1,0,2,5,2,0,0,0,0,0,0
"1133","Chr8+190741","LOC_Os08g01290",100,119,110,55,38,43,69,72,65,50,51,56,63,64,66,81,58,70,45,30,45,42,30,33
"1134","Chr8+698542","LOC_Os08g02110",0,0,0,0,0,0,2,0,1,0,0,0,6,4,3,7,2,0,0,0,0,0,0,0
"1135","Chr8+698310","LOC_Os08g02110",0,0,0,0,0,0,7,15,5,0,0,0,87,85,85,85,75,80,2,1,24,0,0,1
"1136","Chr8+698624","LOC_Os08g02110",0,0,0,0,0,0,10,5,18,0,0,0,67,65,63,26,31,33,5,37,107,2,1,2
"1137","Chr8-768390","LOC_Os08g02230",3,2,3,0,1,0,346,332,330,405,388,348,176,160,144,769,649,659,24,37,32,0,0,0
"1138","Chr8-768511","LOC_Os08g02230",1,2,1,0,0,0,45,48,50,51,39,36,20,14,5,107,120,106,0,0,0,0,0,0
"1139","Chr8-768102","LOC_Os08g02230",0,0,0,0,0,0,16,19,18,67,67,68,7,13,11,67,58,97,0,0,0,0,0,0
"1140","Chr8+1621375","LOC_Os08g03450",743,678,509,844,755,797,476,473,461,169,175,153,893,765,788,586,680,541,273,208,348,835,828,725
"1141","Chr8+1620274","LOC_Os08g03450",1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1142","Chr8+1620496","LOC_Os08g03450",4,5,6,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,5,3,3,1,0,1
"1143","Chr8+1620024","LOC_Os08g03450",5,2,11,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1144","Chr8-3326360","LOC_Os08g06090",2,0,0,0,13,16,132,131,130,52,62,64,95,145,150,53,21,42,532,1329,1606,94,89,108
"1145","Chr8-3326520","LOC_Os08g06090",1,0,0,1,2,0,0,0,2,0,0,0,1,1,1,0,0,0,44,47,44,0,0,0
"1146","Chr8-3326187","LOC_Os08g06090",0,2,2,1,1,5,3,7,7,11,3,3,9,8,10,0,1,1,1,25,0,10,9,13
"1147","Chr8+3685466","LOC_Os08g06500",0,0,0,8,5,5,6,5,7,12,3,3,10,12,5,5,4,5,10,17,24,9,8,9
"1148","Chr8+3684290","LOC_Os08g06500",1,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,0,1,0,0,0,1,3
"1149","Chr8+3685199","LOC_Os08g06500",2,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,4,2,1
"1150","Chr8-4416522","LOC_Os08g07850",12,15,19,2,5,0,0,0,0,2,0,1,1,1,1,1,1,1,0,0,0,1,0,0
"1151","Chr8-4414657","LOC_Os08g07850",0,0,0,0,2,0,0,0,0,6,5,7,0,0,0,0,0,0,0,5,2,0,0,1
"1152","Chr8-4416683","LOC_Os08g07850",7,5,4,0,4,1,0,0,0,1,6,1,0,0,0,2,2,1,0,0,0,1,1,1
"1153","Chr8-4406637","LOC_Os08g07850",50,27,66,16,27,17,35,40,37,55,55,28,29,30,31,13,20,15,2,13,17,38,32,43
"1154","Chr8+4591234","LOC_Os08g08080",66,63,98,6,32,21,17,23,30,53,52,52,32,32,31,22,18,21,8,35,10,43,56,49
"1155","Chr8+4588301","LOC_Os08g08080",0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0
"1156","Chr8+4589022","LOC_Os08g08080",0,4,2,2,6,8,2,2,2,7,6,6,4,4,4,2,1,3,53,118,43,0,1,1
"1157","Chr8+4696656","LOC_Os08g08210",147,123,128,48,63,65,101,105,102,183,179,210,63,123,77,84,88,94,0,38,0,96,107,102
