"","chrstrandcoord","gene","dry_seed1","dry_seed2","dry_seed3","endosperm1","endosperm2","endosperm3","leaf_20days1","leaf_20days2","leaf_20days3","leaf_60days1","leaf_60days2","leaf_60days3","stem_60days1","stem_60days2","stem_60days3","root_60days1","root_60days2","root_60days3","anther1","anther2","anther3","mature_pollen1","mature_pollen2","mature_pollen3"
"967","Chr6-25073672","LOC_Os06g41810",27,28,28,41,44,43,55,94,112,58,63,64,69,57,64,14,0,5,23,35,24,2,2,8
"968","Chr6-25899616","LOC_Os06g43090",0,3,5,0,3,1,0,2,0,1,0,0,0,0,0,7,8,4,3,0,4,2,9,6
"969","Chr6-25899526","LOC_Os06g43090",14,9,14,2,4,3,4,3,2,1,1,1,1,1,1,49,52,44,28,29,38,0,0,0
"970","Chr6-25899445","LOC_Os06g43090",9,11,10,3,2,0,1,5,6,13,12,10,4,4,4,84,98,99,103,102,160,19,27,41
"971","Chr6-25899296","LOC_Os06g43090",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,3,3,0,0,0,0
"972","Chr6+26303034","LOC_Os06g43680",17,11,16,8,16,5,19,18,15,13,24,11,5,4,5,21,21,5,5,2,3,0,0,0
"973","Chr6+26297637","LOC_Os06g43680",13,14,14,9,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"974","Chr6+26302824","LOC_Os06g43680",11,6,11,0,26,60,6,4,3,7,4,11,3,3,4,12,12,11,6,7,1,8,5,3
"975","Chr6+26303103","LOC_Os06g43680",44,58,26,25,25,19,66,65,62,66,68,65,44,44,45,84,83,76,19,12,19,1,9,33
"976","Chr6-26637991","LOC_Os06g44150",1,0,2,2,3,1,9,8,8,4,1,4,2,6,9,0,3,7,1,1,1,9,38,1
"977","Chr6-26635719","LOC_Os06g44150",1,3,2,3,1,2,61,40,42,39,37,44,14,11,13,5,9,5,15,12,3,0,0,0
"978","Chr6-26635628","LOC_Os06g44150",2,5,3,0,0,0,62,60,47,36,35,30,13,6,11,8,8,7,8,11,11,39,17,58
"979","Chr6-26948705","LOC_Os06g44620",5,1,6,8,6,14,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"980","Chr6-26945604","LOC_Os06g44620",2,2,1,0,2,3,0,0,0,1,2,1,0,1,0,1,1,0,0,0,0,0,0,0
"981","Chr6-26943172","LOC_Os06g44620",124,109,98,111,126,141,185,151,224,262,280,272,166,179,166,212,235,212,45,103,80,50,3,12
"982","Chr6+27561599","LOC_Os06g45540",2,2,1,0,0,0,0,0,0,2,2,2,1,0,0,2,1,3,39,40,40,0,0,0
"983","Chr6+27561475","LOC_Os06g45540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,13,15,15,8
"984","Chr6+27561347","LOC_Os06g45540",2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,7,4,0,0,0
"985","Chr6+28402076","LOC_Os06g46770",1,22,8,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"986","Chr6+28404272","LOC_Os06g46770",6,0,0,4,7,7,8,2,8,2,0,2,1,1,3,14,11,12,1,1,2,0,0,0
"987","Chr6-28641300","LOC_Os06g47230",3,4,3,2,1,4,0,0,0,0,0,0,0,0,0,1,2,5,0,2,3,0,0,0
"988","Chr6-28639437","LOC_Os06g47230",4900,5043,4690,3809,4013,4068,2562,2680,2491,2750,2685,2841,4964,5060,5018,3325,3577,3340,1924,1469,1413,4276,3428,3839
"989","Chr6-28640867","LOC_Os06g47230",1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,42,0,3
"990","Chr6+28706369","LOC_Os06g47350",1199,1339,1586,1253,1208,1314,997,932,780,1052,1141,1023,1637,1653,1683,654,593,863,398,346,316,146,1047,88
"991","Chr6+28701964","LOC_Os06g47350",28,27,18,26,51,32,6,6,8,24,21,19,0,23,25,12,8,10,1,0,2,20,56,2
"992","Chr6-29215091","LOC_Os06g48320",5,5,8,14,22,27,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0
"993","Chr6-29217421","LOC_Os06g48320",18,17,32,15,34,64,0,0,0,0,0,0,0,1,0,4,0,0,3,3,3,0,0,0
"994","Chr6-29215435","LOC_Os06g48320",105,226,71,140,148,154,19,19,17,32,19,32,51,39,45,20,24,26,206,217,182,200,89,106
"995","Chr6-29215735","LOC_Os06g48320",3,0,4,0,1,0,5,1,0,1,0,1,1,0,0,2,2,2,1,0,0,1,1,0
"996","Chr6-29215275","LOC_Os06g48320",30,23,15,43,39,19,3,2,0,1,1,1,3,0,3,3,4,6,37,41,30,43,35,42
"997","Chr6-29217696","LOC_Os06g48320",6,12,1,13,33,42,0,1,0,0,1,0,1,0,0,3,1,1,0,1,1,0,0,0
"998","Chr6-29958681","LOC_Os06g49440",0,1,0,0,0,0,1,1,3,4,3,5,1,5,0,1,0,0,0,1,0,0,0,0
"999","Chr6-29955988","LOC_Os06g49440",17,7,10,4,20,31,24,31,16,20,17,21,22,19,22,14,12,11,9,10,19,19,22,40
"1000","Chr6-29955619","LOC_Os06g49440",0,3,5,3,2,9,25,16,16,21,20,17,11,15,9,4,5,12,3,5,3,0,0,0
"1001","Chr6+31184620","LOC_Os06g51480",7,4,4,3,1,1,5,0,7,11,13,13,18,1,2,7,8,5,3,8,9,0,0,0
"1002","Chr6+31184283","LOC_Os06g51480",46,45,44,47,61,37,129,118,123,141,139,142,119,143,88,144,143,130,51,51,46,166,100,249
"1003","Chr7+21062","LOC_Os07g01030",9,5,3,0,0,0,26,25,30,17,14,12,3,9,3,0,0,0,2,1,0,0,0,0
"1004","Chr7+21337","LOC_Os07g01030",23,24,25,37,15,23,566,512,512,483,492,477,183,235,222,10,11,8,34,22,22,23,54,44
"1005","Chr7-451747","LOC_Os07g01770",16,17,16,20,10,10,0,4,1,3,5,7,5,5,3,16,9,7,5272,5552,5062,67794,71474,44021
"1006","Chr7-453397","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,2,9,19,3
"1007","Chr7-452595","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,8
"1008","Chr7-453618","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,0,1,6,1,3,3,12,5,5,2,1,3,2,0,2
"1009","Chr7-457751","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,362,619,235,309,277
"1010","Chr7-452404","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,16,125,110,110
"1011","Chr7-607252","LOC_Os07g01990",0,0,0,1,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,6,2,0
"1012","Chr7-604708","LOC_Os07g01990",99,99,176,204,152,181,188,284,212,243,194,227,113,121,122,94,86,87,113,133,133,230,212,218
"1013","Chr7-604833","LOC_Os07g01990",10,7,8,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1014","Chr7+798364","LOC_Os07g02340",6,0,5,0,0,0,0,0,0,2,2,0,1,1,1,6,11,9,1,0,1,34,41,28
"1015","Chr7+798246","LOC_Os07g02340",2,9,6,1,1,7,0,0,0,0,1,0,0,1,0,9,7,7,2,1,0,0,0,0
"1016","Chr7+799174","LOC_Os07g02340",5,0,6,0,5,14,12,12,12,2,6,2,5,6,0,27,21,28,15,11,10,36,28,72
"1017","Chr7+798977","LOC_Os07g02340",330,260,318,431,475,503,1089,1151,1099,834,833,793,738,727,727,1424,1487,2129,809,829,932,1076,1621,1268
"1018","Chr7+3244556","LOC_Os07g06644",11,18,14,7,14,10,411,450,428,137,150,136,96,100,94,14,11,20,35,32,31,30,30,19
"1019","Chr7+3242941","LOC_Os07g06644",0,0,0,0,0,0,30,38,34,14,17,16,6,9,14,1,1,1,4,4,4,12,1,4
"1020","Chr7-3847108","LOC_Os07g07680",0,1,0,2,0,3,3,0,1,3,2,2,3,5,2,2,1,1,3,2,0,1,3,2
"1021","Chr7-3847055","LOC_Os07g07680",31,30,32,19,16,9,147,118,161,295,328,279,217,207,214,151,152,178,146,124,133,102,66,31
"1022","Chr7-4150686","LOC_Os07g08170",3,5,2,10,10,10,15,6,3,0,1,0,0,0,0,1,3,0,1,1,2,0,0,0
"1023","Chr7-4151057","LOC_Os07g08170",50,49,51,44,75,137,19,27,22,44,40,36,37,37,38,42,45,43,25,3,22,31,8,28
"1024","Chr7-4150765","LOC_Os07g08170",4,5,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1025","Chr7-4185358","LOC_Os07g08210",31,19,18,38,31,37,27,38,37,44,49,44,35,29,34,0,6,7,30,37,41,71,32,7
"1026","Chr7-4185763","LOC_Os07g08210",3,3,3,6,13,7,33,36,35,57,60,37,35,27,38,4,0,4,27,15,21,29,2,57
"1027","Chr7-4185233","LOC_Os07g08210",6,22,6,6,5,19,61,45,33,68,68,69,54,55,49,5,7,5,15,16,28,1,118,23
"1028","Chr7-5128827","LOC_Os07g09670",6,3,8,8,6,4,0,0,0,0,0,0,0,0,0,15,13,13,0,0,0,0,0,0
"1029","Chr7-5128529","LOC_Os07g09670",8,19,20,0,0,0,6,0,7,0,1,1,0,0,0,2,5,0,0,4,0,0,0,0
"1030","Chr7-5128678","LOC_Os07g09670",120,70,26,78,48,54,17,14,8,11,8,6,5,6,5,106,171,169,7,2,9,7,3,23
"1031","Chr7-6115520","LOC_Os07g11060",1,1,1,2,3,1,3,3,3,0,2,0,0,0,0,0,0,0,0,0,0,8,17,17
"1032","Chr7-6108152","LOC_Os07g11060",156,84,176,115,110,110,130,114,137,104,100,128,94,90,90,115,104,108,258,254,264,109,7,47
"1033","Chr7-8939846","LOC_Os07g15440",3,21,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,1,0,0
"1034","Chr7-8930453","LOC_Os07g15440",16,14,13,30,30,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,18,29,14
"1035","Chr7-8938123","LOC_Os07g15440",3,1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1036","Chr7-8930109","LOC_Os07g15440",18,66,35,35,7,17,1,1,0,5,4,1,5,9,3,9,9,9,10,9,9,0,0,0
"1037","Chr7-10127947","LOC_Os07g17210",5,3,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,1
"1038","Chr7-10133881","LOC_Os07g17210",4,2,3,0,0,0,2,1,3,0,0,0,1,0,0,0,0,0,6,5,5,1,8,15
"1039","Chr7-10127706","LOC_Os07g17210",17,15,20,13,32,20,1,0,2,0,0,0,0,0,0,1,2,3,46,39,32,35,25,24
"1040","Chr7-10822540","LOC_Os07g18250",2,0,9,4,2,2,1,0,1,2,2,2,1,0,1,3,0,2,1,1,2,1,2,1
"1041","Chr7-10817328","LOC_Os07g18250",6,6,9,1,27,2,31,27,27,34,36,33,29,31,29,37,21,23,19,24,25,34,19,4
"1042","Chr7-10817417","LOC_Os07g18250",4,5,9,11,3,20,2,4,3,1,1,3,9,8,10,4,3,3,12,13,10,0,0,0
"1043","Chr7+11221181","LOC_Os07g18930",26,22,23,29,32,44,7,3,9,6,8,9,1,8,7,0,2,0,6,3,4,4,1,6
"1044","Chr7+11221295","LOC_Os07g18930",2,4,2,4,2,0,7,12,3,5,5,1,5,9,6,1,2,1,1,2,2,0,0,0
"1045","Chr7+12566795","LOC_Os07g22390",6,3,3,16,2,4,6,11,1,5,4,6,5,4,4,6,11,19,1,3,0,0,0,0
"1046","Chr7+12570172","LOC_Os07g22390",68,51,37,37,42,121,14,32,49,67,74,70,79,80,78,33,44,49,63,60,66,15,12,1
"1047","Chr7+12566736","LOC_Os07g22390",2,2,3,0,0,0,3,3,5,6,9,6,13,7,8,5,3,7,13,14,14,0,0,0
"1048","Chr7-13058176","LOC_Os07g23169",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,5
"1049","Chr7-13058980","LOC_Os07g23169",0,0,5,2,0,1,2,0,4,0,0,1,1,9,1,0,1,0,2,3,3,0,0,0
"1050","Chr7-13057842","LOC_Os07g23169",18,18,21,8,3,16,3,2,2,0,13,5,9,3,6,1,6,8,8,1,9,0,0,0
"1051","Chr7-13064601","LOC_Os07g23169",0,0,2,7,2,10,1,2,1,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0
"1052","Chr7-13064529","LOC_Os07g23169",0,11,21,9,14,8,4,10,15,8,6,9,4,6,2,3,3,1,3,2,1,0,0,0
"1053","Chr7-13064446","LOC_Os07g23169",2,6,5,2,1,3,11,0,14,4,5,3,4,1,1,4,4,2,1,1,3,0,0,0
"1054","Chr7-13436763","LOC_Os07g23790",21,39,54,45,25,22,139,183,152,157,91,165,112,119,92,115,182,135,188,182,184,66,5,405
"1055","Chr7-13439141","LOC_Os07g23790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,19
"1056","Chr7-13439354","LOC_Os07g23790",19,43,70,13,8,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1057","Chr7-13438764","LOC_Os07g23790",3,4,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1
"1058","Chr7-13438287","LOC_Os07g23790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47,91,15
"1059","Chr7-13438691","LOC_Os07g23790",4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,0,0,0,11,21,18
"1060","Chr7-13439556","LOC_Os07g23790",1,0,1,8,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1061","Chr7-13437936","LOC_Os07g23790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,18,3,11
"1062","Chr7-13438573","LOC_Os07g23790",11,13,11,18,21,33,5,2,6,0,0,0,1,2,0,2,2,2,5,6,2,0,0,0
"1063","Chr7-13513635","LOC_Os07g23900",3,19,8,5,7,7,0,0,0,3,2,3,5,4,6,3,0,4,5,8,4,0,0,0
"1064","Chr7-13513516","LOC_Os07g23900",0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,2,1,1,0,5,2,0
"1065","Chr7+15407379","LOC_Os07g26690",0,0,0,0,0,0,1,2,3,1,0,1,0,1,0,2,2,2,1,1,1,0,0,0
"1066","Chr7+15410010","LOC_Os07g26690",2,2,3,0,0,0,67,65,63,16,16,22,18,27,18,24,27,17,8,10,8,19,8,8
"1067","Chr7+15409709","LOC_Os07g26690",302,357,340,122,144,133,2641,2585,2955,745,765,764,1042,1040,1125,1713,1736,1749,609,653,621,644,584,647
"1068","Chr7-16627446","LOC_Os07g28440",0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,1,2,1,0,0,0,16,25,8
"1069","Chr7-16628159","LOC_Os07g28440",0,0,0,4,9,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,11,12,6
"1070","Chr7-16627852","LOC_Os07g28440",7,7,7,3,0,3,0,0,0,1,2,3,0,0,0,0,2,3,0,0,1,0,11,5
"1071","Chr7-16627620","LOC_Os07g28440",307,286,472,374,381,375,295,336,315,476,425,447,322,333,340,665,429,507,601,761,887,12402,11939,10401
"1072","Chr7+16675328","LOC_Os07g28480",4,1,2,5,10,5,216,237,229,474,419,338,68,83,78,5,4,4,0,0,0,4,72,1
"1073","Chr7+16675251","LOC_Os07g28480",16,15,16,31,14,27,172,213,162,482,431,470,105,92,94,1,3,3,0,0,0,68,118,49
"1074","Chr7-17883269","LOC_Os07g30250",10,5,5,7,4,3,10,7,6,4,8,2,1,4,0,4,4,7,7,7,4,21,121,40
"1075","Chr7-17881257","LOC_Os07g30250",6,7,15,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1076","Chr7-17881209","LOC_Os07g30250",11,10,5,11,4,4,8,14,18,11,13,18,8,7,5,8,6,13,19,16,13,0,0,0
"1077","Chr7-17880997","LOC_Os07g30250",6,7,6,3,3,4,107,134,147,102,70,70,46,41,49,36,42,40,62,42,66,27,51,4
"1078","Chr7-18246162","LOC_Os07g30820",4,2,3,6,0,2,0,0,0,0,1,0,0,0,0,0,0,1,2,6,3,0,0,0
"1079","Chr7-18241608","LOC_Os07g30820",699,678,733,674,625,626,357,366,321,368,423,391,695,726,717,230,290,224,185,140,182,480,16,401
"1080","Chr7-18253476","LOC_Os07g30840",4,0,7,13,12,13,15,18,19,10,9,9,3,8,6,6,15,6,10,1,7,5,2,1
"1081","Chr7-18253699","LOC_Os07g30840",215,228,197,162,171,174,101,104,89,81,101,87,91,91,89,94,91,92,144,156,148,125,95,59
"1082","Chr7-18253785","LOC_Os07g30840",3,1,1,2,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1083","Chr7-18253842","LOC_Os07g30840",13,13,12,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1084","Chr7+18324603","LOC_Os07g30940",181,217,270,210,238,247,97,107,88,84,69,74,119,135,121,175,161,171,67,45,60,92,83,52
"1085","Chr7+18324430","LOC_Os07g30940",65,155,84,29,82,77,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0
"1086","Chr7+19289539","LOC_Os07g32420",140,94,132,148,154,153,64,61,63,147,64,70,191,185,200,57,50,49,63,66,60,97,92,53
"1087","Chr7+19289709","LOC_Os07g32420",156,165,170,175,160,114,260,266,285,316,382,301,351,325,372,124,123,134,85,76,60,323,78,83
"1088","Chr7+19288958","LOC_Os07g32420",1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"1089","Chr7+20566854","LOC_Os07g34320",1,4,2,5,6,3,7,5,5,1,3,7,0,0,1,1,1,1,1,0,1,1,2,11
"1090","Chr7+20566670","LOC_Os07g34320",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1091","Chr7+22571398","LOC_Os07g37640",7,4,19,1,4,5,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0
"1092","Chr7+22570551","LOC_Os07g37640",0,0,0,0,2,2,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,7,8,5
"1093","Chr7+22571508","LOC_Os07g37640",106,118,107,80,39,90,21,19,18,21,23,26,26,40,22,33,32,19,43,36,45,84,66,7
"1094","Chr7-23507113","LOC_Os07g39270",1,1,1,3,2,9,1,0,0,0,0,0,0,1,2,0,0,0,2,2,1,3,2,2
"1095","Chr7-23507310","LOC_Os07g39270",20,13,16,24,13,29,6,6,9,5,6,6,4,0,5,11,9,13,34,33,33,19,15,13
"1096","Chr7-23506870","LOC_Os07g39270",14,10,11,9,14,5,5,3,0,4,2,3,1,1,2,2,1,3,24,31,10,3,0,4
"1097","Chr7-23507029","LOC_Os07g39270",11,20,12,8,6,11,4,2,2,0,0,0,0,0,0,1,1,5,6,4,1,1,17,1
"1098","Chr7-23507510","LOC_Os07g39270",16,17,19,36,30,31,116,133,131,56,126,70,102,102,99,155,144,142,290,293,290,100,54,180
"1099","Chr7+23543690","LOC_Os07g39310",34,38,43,33,13,36,2,3,4,5,6,7,4,5,4,10,18,12,5,4,7,0,0,0
"1100","Chr7+23544043","LOC_Os07g39310",3,0,2,3,16,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,23,23
"1101","Chr7+23543533","LOC_Os07g39310",169,161,152,138,178,136,50,46,51,94,83,86,115,112,117,97,103,101,64,72,83,4,58,42
"1102","Chr7+23540766","LOC_Os07g39310",2,2,4,2,2,4,3,11,3,2,1,1,0,0,1,1,2,2,3,3,3,12,4,5
"1103","Chr7-23893991","LOC_Os07g39850",0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1104","Chr7-23894122","LOC_Os07g39850",12,14,12,1,2,2,1,1,1,0,1,1,3,5,5,4,3,2,64,63,28,36,18,57
"1105","Chr7+23931220","LOC_Os07g39900",875,758,798,936,884,855,354,337,332,298,268,246,214,209,210,394,421,342,166,199,189,898,28,1251
"1106","Chr7+23926466","LOC_Os07g39900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,6,4
"1107","Chr7+23930644","LOC_Os07g39900",4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1108","Chr7+26850227","LOC_Os07g45000",214,264,207,257,299,242,170,187,177,195,155,139,173,175,187,20,21,22,28,44,56,109,117,122
"1109","Chr7+26850359","LOC_Os07g45000",1,0,0,0,1,2,20,20,10,14,7,11,3,17,0,1,0,3,4,2,0,0,0,0
"1110","Chr7+27722459","LOC_Os07g46450",8,8,20,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5
"1111","Chr7+27722660","LOC_Os07g46450",51,32,27,1,15,30,28,19,34,28,25,16,19,18,16,62,64,62,39,39,44,11,2,11
"1112","Chr7-27783663","LOC_Os07g46520",181,206,172,254,246,272,1159,1117,1176,580,581,522,300,295,310,34,19,27,1529,1662,1654,59,785,1323
"1113","Chr7-27785620","LOC_Os07g46520",5,1,0,0,0,0,9,0,2,1,0,0,0,0,0,1,0,0,6,2,7,0,0,0
"1114","Chr7-27783465","LOC_Os07g46520",0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,7,7,4,0,0,0
"1115","Chr7-28191080","LOC_Os07g47150",13,10,14,16,20,36,7,4,4,2,1,1,10,9,13,14,19,16,20,22,20,17,2,7
"1116","Chr7-28189797","LOC_Os07g47150",3,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0
"1117","Chr7-29248108","LOC_Os07g48880",2,0,1,1,0,1,0,1,0,2,2,0,0,0,0,1,0,0,1,1,0,6,0,0
"1118","Chr7-29247577","LOC_Os07g48880",0,2,0,2,1,1,1,8,0,1,0,2,3,0,0,0,0,0,2,1,1,0,0,0
"1119","Chr7-29248465","LOC_Os07g48880",5,3,6,0,0,0,12,12,18,11,8,4,9,10,9,4,3,4,3,6,6,4,0,0
"1120","Chr7-29247837","LOC_Os07g48880",12,15,16,13,10,18,12,10,8,22,12,12,7,6,5,5,4,4,3,2,6,1,10,4
"1121","Chr7-29295224","LOC_Os07g48960",3,2,2,1,1,2,4,5,0,3,3,2,3,4,1,2,2,2,1,1,2,10,28,2
"1122","Chr7-29292322","LOC_Os07g48960",108,55,83,75,55,79,4,7,2,18,22,19,23,32,35,44,48,40,22,22,24,5,33,13
"1123","Chr7-29292454","LOC_Os07g48960",46,44,41,52,31,38,4,4,3,5,6,8,22,16,5,24,21,26,20,27,22,40,4,91
"1124","Chr7+29370450","LOC_Os07g49040",19,10,13,16,14,11,34,43,63,18,17,17,38,32,27,87,76,74,72,63,70,216,290,17
"1125","Chr7+29370153","LOC_Os07g49040",10,6,9,3,0,2,0,0,0,0,1,1,1,0,3,3,7,9,8,12,5,0,0,0
"1126","Chr7+29400763","LOC_Os07g49110",0,0,0,0,0,0,1,1,1,4,3,4,0,0,1,0,0,0,0,0,0,0,0,0
"1127","Chr7+29401829","LOC_Os07g49110",7,6,5,17,17,15,1458,1511,1480,1044,930,912,352,325,330,48,48,41,70,56,62,86,53,15
"1128","Chr7+29400050","LOC_Os07g49110",0,0,0,0,0,0,1,3,4,0,0,0,2,0,0,0,0,1,3,2,3,0,0,0
"1129","Chr8+191783","LOC_Os08g01290",4,3,2,3,5,1,1,4,7,6,7,5,8,7,8,27,24,24,4,3,5,0,0,0
"1130","Chr8+188813","LOC_Os08g01290",6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1131","Chr8+191880","LOC_Os08g01290",0,0,0,0,0,3,0,0,6,5,12,18,5,0,6,13,17,24,2,1,2,0,0,0
"1132","Chr8+190990","LOC_Os08g01290",4,0,1,0,0,1,0,2,1,1,1,1,0,0,0,2,5,2,0,0,0,0,0,0
"1133","Chr8+190741","LOC_Os08g01290",141,114,131,100,119,110,50,51,56,56,54,51,59,64,81,81,58,70,15,23,16,45,30,45
"1134","Chr8+698542","LOC_Os08g02110",0,0,0,0,0,0,0,0,0,0,3,0,15,15,8,7,2,0,0,0,0,0,0,0
"1135","Chr8+698310","LOC_Os08g02110",0,0,0,0,0,0,0,0,0,37,23,30,116,114,113,85,75,80,0,0,0,2,1,24
"1136","Chr8+698624","LOC_Os08g02110",0,0,0,0,0,0,0,0,0,21,18,10,54,52,50,26,31,33,0,0,0,5,37,107
"1137","Chr8-768390","LOC_Os08g02230",0,0,1,3,2,3,405,388,348,0,3,0,153,160,152,769,649,659,0,0,4,24,37,32
"1138","Chr8-768511","LOC_Os08g02230",0,0,0,1,2,1,51,39,36,1,0,4,25,23,27,107,120,106,0,0,0,0,0,0
"1139","Chr8-768102","LOC_Os08g02230",0,0,0,0,0,0,67,67,68,0,0,0,7,8,7,67,58,97,0,0,0,0,0,0
"1140","Chr8+1621375","LOC_Os08g03450",827,813,624,743,678,509,169,175,153,191,203,204,608,599,617,586,680,541,298,311,350,273,208,348
"1141","Chr8+1620274","LOC_Os08g03450",11,13,12,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1142","Chr8+1620496","LOC_Os08g03450",5,15,1,4,5,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,5,3,3
"1143","Chr8+1620024","LOC_Os08g03450",18,14,10,5,2,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1144","Chr8-3326360","LOC_Os08g06090",7,2,6,2,0,0,52,62,64,22,24,26,54,55,62,53,21,42,178,184,190,532,1329,1606
"1145","Chr8-3326520","LOC_Os08g06090",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44,47,44
"1146","Chr8-3326187","LOC_Os08g06090",1,2,0,0,2,2,11,3,3,1,0,1,4,11,2,0,1,1,19,21,19,1,25,0
"1147","Chr8+3685466","LOC_Os08g06500",1,0,3,0,0,0,12,3,3,15,12,12,11,13,5,5,4,5,9,4,12,10,17,24
"1148","Chr8+3684290","LOC_Os08g06500",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"1149","Chr8+3685199","LOC_Os08g06500",3,2,1,2,1,1,0,2,0,1,0,2,0,2,0,0,0,0,2,2,2,0,0,0
"1150","Chr8-4416522","LOC_Os08g07850",0,0,1,12,15,19,2,0,1,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0
"1151","Chr8-4414657","LOC_Os08g07850",0,0,0,0,0,0,6,5,7,3,1,0,1,0,0,0,0,0,1,1,0,0,5,2
"1152","Chr8-4416683","LOC_Os08g07850",1,0,0,7,5,4,1,6,1,0,0,0,0,0,0,2,2,1,4,4,4,0,0,0
"1153","Chr8-4406637","LOC_Os08g07850",47,37,71,50,27,66,55,55,28,60,64,59,59,58,65,13,20,15,27,32,31,2,13,17
"1154","Chr8+4591234","LOC_Os08g08080",96,21,90,66,63,98,53,52,52,44,50,41,34,50,39,22,18,21,31,36,29,8,35,10
"1155","Chr8+4588301","LOC_Os08g08080",0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,2,0,0,0
"1156","Chr8+4589022","LOC_Os08g08080",5,1,3,0,4,2,7,6,6,3,3,3,0,1,6,2,1,3,17,5,6,53,118,43
"1157","Chr8+4696656","LOC_Os08g08210",122,127,119,147,123,128,183,179,210,189,176,195,138,126,117,84,88,94,151,128,143,0,38,0
