"","chrstrandcoord","gene","dry_seed1","dry_seed2","dry_seed3","imbibed_seed1","imbibed_seed2","imbibed_seed3","stem_60days1","stem_60days2","stem_60days3","root_5days1","root_5days2","root_5days3","root_60days1","root_60days2","root_60days3","mature_pollen1","mature_pollen2","mature_pollen3"
"1164","Chr8-7991327","LOC_Os08g13430",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"1165","Chr8-7992674","LOC_Os08g13430",0,3,2,10,6,9,36,39,39,0,0,0,7,12,11,34,9,17
"1166","Chr8+12719261","LOC_Os08g21330",0,0,0,0,2,1,1,0,1,1,1,1,2,1,0,0,0,0
"1167","Chr8+12718764","LOC_Os08g21330",1,0,3,2,0,4,1,0,2,21,19,14,5,6,5,7,9,9
"1168","Chr8+12719218","LOC_Os08g21330",0,0,0,0,0,0,2,0,0,1,2,4,2,2,1,0,0,0
"1169","Chr8-12724304","LOC_Os08g21350",227,212,221,161,126,190,123,126,126,147,148,146,152,166,177,424,73,338
"1170","Chr8-12724556","LOC_Os08g21350",116,124,137,33,28,41,6,5,3,6,6,6,6,7,3,97,21,70
"1171","Chr8+13074572","LOC_Os08g21840",0,1,3,0,0,0,0,1,1,1,0,1,1,1,0,7,4,9
"1172","Chr8+13075843","LOC_Os08g21840",1,8,4,17,8,5,0,0,0,2,3,3,1,1,1,0,0,0
"1173","Chr8+13076027","LOC_Os08g21840",32,30,36,38,41,45,25,6,14,102,75,77,47,53,44,45,11,59
"1174","Chr8-16519397","LOC_Os08g27040",12,3,2,5,1,1,14,2,14,3,4,0,9,8,10,4,26,13
"1175","Chr8-16519628","LOC_Os08g27040",94,84,84,64,56,59,82,82,87,28,21,34,71,86,57,138,134,38
"1176","Chr8-16522921","LOC_Os08g27040",0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,15,3,12
"1177","Chr8-16915204","LOC_Os08g27759",0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,2,0,3
"1178","Chr8-16916653","LOC_Os08g27759",21,18,20,53,28,40,18,14,15,3,1,3,2,1,2,82,70,123
"1179","Chr8-16946484","LOC_Os08g27824",32,32,36,36,25,31,9,8,8,32,30,38,29,27,18,12,15,10
"1180","Chr8-16946671","LOC_Os08g27824",8,10,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1181","Chr8-18103293","LOC_Os08g29530",173,312,204,106,155,139,100,96,61,129,119,116,145,136,138,41,128,77
"1182","Chr8-18108092","LOC_Os08g29530",1,0,1,4,3,3,0,0,0,0,0,0,0,0,0,21,9,4
"1183","Chr8+19207763","LOC_Os08g31090",80,76,98,295,306,318,10,10,16,19,18,21,1007,1010,1013,32,9,154
"1184","Chr8+19208087","LOC_Os08g31090",8,8,8,22,23,8,0,0,0,0,0,1,19,40,28,0,0,0
"1185","Chr8+19548979","LOC_Os08g31580",328,559,567,253,247,238,257,259,263,124,128,105,217,235,272,222,42,125
"1186","Chr8+19547661","LOC_Os08g31580",37,31,37,8,14,12,1,2,2,4,3,3,13,9,5,0,0,0
"1187","Chr8+19698137","LOC_Os08g31769",96,37,68,50,39,41,10,12,13,18,16,16,7,8,10,36,399,6
"1188","Chr8+19693840","LOC_Os08g31769",4,8,3,0,2,1,3,1,4,7,6,7,4,4,3,15,15,27
"1189","Chr8+20565942","LOC_Os08g33082",0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0
"1190","Chr8+20566194","LOC_Os08g33082",58,69,55,39,32,38,29,29,34,20,23,19,11,16,16,12,11,1
"1191","Chr8+20560447","LOC_Os08g33082",1,1,1,0,2,4,1,0,0,1,1,2,0,0,0,1,0,4
"1192","Chr8-22219629","LOC_Os08g35220",0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,10,6,9
"1193","Chr8-22220044","LOC_Os08g35220",61,16,26,27,66,80,18,20,26,26,25,28,23,24,26,84,37,49
"1194","Chr8-22219953","LOC_Os08g35220",0,0,0,12,5,11,9,12,6,4,6,0,0,9,2,0,0,0
"1195","Chr8-23219154","LOC_Os08g36774",185,174,185,218,191,239,115,114,116,75,80,79,75,73,78,46,18,78
"1196","Chr8-23218888","LOC_Os08g36774",1,0,1,0,0,0,0,0,2,2,1,2,6,0,3,0,0,0
"1197","Chr8-23229774","LOC_Os08g36774",0,0,0,0,0,3,1,0,0,2,2,2,1,0,0,2,3,0
"1198","Chr8-23229595","LOC_Os08g36774",4,4,4,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0
"1199","Chr8+23717394","LOC_Os08g37432",54,41,35,136,170,154,53,55,46,41,58,50,84,87,119,14,53,36
"1200","Chr8+23717490","LOC_Os08g37432",2,2,0,0,4,4,0,0,1,1,0,1,0,4,1,0,0,0
"1201","Chr8+23714230","LOC_Os08g37432",18,20,19,84,100,77,5,5,5,11,10,11,33,27,27,15,22,32
"1202","Chr8+24499077","LOC_Os08g38740",16,21,20,5,20,23,2,0,1,0,0,0,0,0,0,179,121,154
"1203","Chr8+24498123","LOC_Os08g38740",7,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1204","Chr8+24498068","LOC_Os08g38740",17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1205","Chr8+24713013","LOC_Os08g39120",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,8,9
"1206","Chr8+24715539","LOC_Os08g39120",13,16,12,6,16,15,16,11,8,12,12,10,18,40,28,3,91,1
"1207","Chr8+24715695","LOC_Os08g39120",1,4,1,0,2,3,1,2,1,4,5,6,2,1,3,0,0,0
"1208","Chr8+24715432","LOC_Os08g39120",4,2,1,0,0,0,0,2,2,4,2,1,1,1,1,0,0,0
"1209","Chr8+25940341","LOC_Os08g41010",0,0,0,0,0,0,1,2,4,2,2,1,1,0,1,0,0,0
"1210","Chr8+25942290","LOC_Os08g41010",193,273,184,101,77,95,36,46,24,15,15,15,24,28,30,8,4,1
"1211","Chr8+25940856","LOC_Os08g41010",0,0,0,4,1,5,3,3,2,4,13,9,1,2,0,0,0,0
"1212","Chr8+25940715","LOC_Os08g41010",12,29,22,81,79,65,51,48,55,78,52,53,94,52,51,35,9,27
"1213","Chr8+25942446","LOC_Os08g41010",21,17,23,25,30,17,2,8,9,1,1,1,3,5,5,6,27,13
"1214","Chr8-26165335","LOC_Os08g41440",0,0,0,0,1,1,0,0,0,0,0,0,8,5,8,19,28,6
"1215","Chr8-26165429","LOC_Os08g41440",0,0,0,0,0,1,6,2,4,2,2,1,30,34,28,1,0,1
"1216","Chr8-26165225","LOC_Os08g41440",0,0,0,33,20,27,18,21,17,2,11,2,175,100,83,34,3,5
"1217","Chr8-26165067","LOC_Os08g41440",5,6,2,89,84,76,64,57,78,13,16,14,202,149,162,65,94,53
"1218","Chr8-26842165","LOC_Os08g42470",0,1,0,0,0,3,1,0,0,0,0,0,0,1,0,3,17,34
"1219","Chr8-26841065","LOC_Os08g42470",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1220","Chr8+28019336","LOC_Os08g44560",5,7,12,0,3,1,0,2,2,2,1,2,0,0,0,0,0,0
"1221","Chr8+28019959","LOC_Os08g44560",8,2,2,0,1,0,1,1,0,0,6,5,1,1,2,0,0,0
"1222","Chr8+28019221","LOC_Os08g44560",3,6,3,0,2,1,3,1,5,1,2,4,0,0,1,46,33,23
"1223","Chr8+28020252","LOC_Os08g44560",31,35,30,41,36,54,13,11,6,6,8,8,7,6,6,7,1,5
"1224","Chr8+28345550","LOC_Os08g45140",22,10,4,56,28,34,42,42,45,52,45,44,31,24,26,17,166,181
"1225","Chr8+28345480","LOC_Os08g45140",13,11,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0
"1226","Chr9-3494968","LOC_Os09g07154",0,0,0,2,1,3,0,0,0,0,0,0,6,4,7,0,0,0
"1227","Chr9-3494310","LOC_Os09g07154",1,0,0,2,0,1,0,0,0,0,0,0,4,4,5,2,20,4
"1228","Chr9-3493970","LOC_Os09g07154",0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,7,6,2
"1229","Chr9-4201088","LOC_Os09g08130",7,3,5,5,6,2,3,3,3,0,0,0,22,26,23,0,0,0
"1230","Chr9-4201179","LOC_Os09g08130",0,3,2,0,0,0,1,0,0,0,0,0,13,10,9,0,0,0
"1231","Chr9-4200791","LOC_Os09g08130",2,1,2,7,2,2,1,1,1,2,2,1,3,3,2,2,1,17
"1232","Chr9-4502975","LOC_Os09g08620",6,12,5,15,4,7,8,7,8,1,0,2,0,0,0,12,38,0
"1233","Chr9-4504354","LOC_Os09g08620",3,2,1,0,0,0,3,0,3,0,1,3,2,2,2,4,7,8
"1234","Chr9-5838299","LOC_Os09g10710",13,25,25,1,0,7,12,15,13,35,24,30,14,2,13,32,36,2
"1235","Chr9-5837818","LOC_Os09g10710",90,188,188,179,151,184,96,95,100,52,40,33,99,86,97,109,157,77
"1236","Chr9-9970573","LOC_Os09g16330",133,126,133,277,358,293,165,172,170,123,125,129,116,135,116,19,44,18
"1237","Chr9-9976956","LOC_Os09g16330",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13,18,10
"1238","Chr9-9978437","LOC_Os09g16330",1,0,2,19,2,29,0,0,0,0,0,0,0,0,1,0,0,0
"1239","Chr9+11815225","LOC_Os09g19734",0,2,1,1,3,0,0,0,0,2,1,0,1,1,0,0,0,0
"1240","Chr9+11808918","LOC_Os09g19734",96,65,79,331,342,365,417,392,424,1033,1109,1060,692,673,692,234,293,167
"1241","Chr9+11815322","LOC_Os09g19734",1,1,3,5,3,2,22,12,15,9,9,8,16,20,16,2,5,2
"1242","Chr9-11913911","LOC_Os09g19910",10,7,5,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0
"1243","Chr9-11913665","LOC_Os09g19910",76,76,86,32,30,36,54,51,49,62,63,60,33,33,27,71,82,35
"1244","Chr9-11920887","LOC_Os09g19930",0,0,0,3,0,4,0,0,0,1,0,1,0,0,0,0,0,0
"1245","Chr9-11920518","LOC_Os09g19930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,4
"1246","Chr9-12289976","LOC_Os09g20430",4,15,19,12,20,18,5,4,4,7,11,17,1,0,1,10,1,16
"1247","Chr9-12290869","LOC_Os09g20430",2,0,1,5,1,3,0,0,0,6,4,1,1,1,1,0,0,0
"1248","Chr9-13141232","LOC_Os09g21689",0,0,2,1,1,1,0,0,2,0,0,2,0,0,0,0,0,0
"1249","Chr9-13143923","LOC_Os09g21689",1,0,1,3,1,0,0,0,0,0,0,0,1,1,1,0,0,0
"1250","Chr9-13140575","LOC_Os09g21689",11,18,22,49,39,36,35,47,44,30,33,25,38,49,43,25,12,18
"1251","Chr9-13144064","LOC_Os09g21689",4,6,3,10,7,14,3,3,2,0,0,0,1,0,0,0,4,0
"1252","Chr9-13141141","LOC_Os09g21689",0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0
"1253","Chr9-13140981","LOC_Os09g21689",0,8,4,6,6,1,0,2,3,1,1,1,0,1,1,0,0,0
"1254","Chr9-13146026","LOC_Os09g21689",7,17,5,10,11,10,12,11,12,4,7,4,30,26,18,14,15,11
"1255","Chr9-15450591","LOC_Os09g25784",1,0,0,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0
"1256","Chr9-15454658","LOC_Os09g25784",2,0,2,0,1,2,0,0,0,1,1,1,0,0,0,10,24,13
"1257","Chr9-15451257","LOC_Os09g25784",2,2,0,4,0,2,0,0,0,1,1,0,1,1,1,9,3,1
"1258","Chr9-15546421","LOC_Os09g25900",67,48,11,3,2,4,10,8,6,46,42,45,20,16,21,19,17,39
"1259","Chr9-15546294","LOC_Os09g25900",0,0,0,0,0,0,1,0,0,3,4,4,2,0,1,0,0,0
"1260","Chr9-15628806","LOC_Os09g26004",0,0,0,2,3,1,0,0,0,0,0,1,1,2,2,0,0,0
"1261","Chr9-15628473","LOC_Os09g26004",10,8,1,10,14,10,3,3,1,0,0,1,0,3,3,6,23,14
"1262","Chr9-15628352","LOC_Os09g26004",0,3,3,24,21,22,12,14,15,7,5,4,5,0,3,31,16,6
"1263","Chr9-15628978","LOC_Os09g26004",5,18,10,1,16,1,6,7,7,6,11,10,8,0,6,21,27,73
"1264","Chr9-15629125","LOC_Os09g26004",1,0,1,0,1,3,2,1,3,1,1,1,1,0,0,0,0,0
"1265","Chr9-15630611","LOC_Os09g26004",1,0,1,7,9,5,15,4,8,0,0,0,2,3,3,0,0,0
"1266","Chr9-15781288","LOC_Os09g26180",0,0,0,0,0,0,1,0,1,1,2,1,1,2,2,0,0,0
"1267","Chr9-15781451","LOC_Os09g26180",94,99,121,289,251,90,235,127,159,60,56,61,122,137,39,15,65,49
"1268","Chr9+17395623","LOC_Os09g28590",22,20,20,66,95,72,60,66,61,35,31,32,24,24,27,91,57,61
"1269","Chr9+17395381","LOC_Os09g28590",8,17,6,38,38,35,40,31,16,8,8,6,13,12,12,27,42,9
"1270","Chr9+17395098","LOC_Os09g28590",8,9,6,1,12,5,15,11,12,2,2,2,1,3,6,8,7,46
"1271","Chr9+17428694","LOC_Os09g28660",0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,9,1,2
"1272","Chr9+17428559","LOC_Os09g28660",3,5,3,4,2,5,3,6,8,13,21,29,10,7,7,0,0,0
"1273","Chr9-17607432","LOC_Os09g28940",0,0,0,2,3,2,0,0,0,1,1,0,0,0,0,14,8,7
"1274","Chr9-17600449","LOC_Os09g28940",0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1275","Chr9-17600326","LOC_Os09g28940",20,22,23,13,9,9,10,13,15,1,1,1,2,1,3,0,0,0
"1276","Chr9+17880364","LOC_Os09g29420",28,72,58,39,64,36,6,5,2,8,5,6,6,7,10,34,6,51
"1277","Chr9+17880146","LOC_Os09g29420",51,68,53,36,20,34,13,25,21,30,25,37,39,34,34,14,2,10
"1278","Chr9+17984032","LOC_Os09g29570",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53,28,97
"1279","Chr9+17982120","LOC_Os09g29570",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"1280","Chr9-18178320","LOC_Os09g29890",4,10,8,0,0,0,0,0,0,6,5,5,1,2,2,0,0,0
"1281","Chr9-18174323","LOC_Os09g29890",0,0,0,1,1,2,1,1,1,1,1,2,0,0,0,0,0,0
"1282","Chr9-18178215","LOC_Os09g29890",1,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0
"1283","Chr9-18177979","LOC_Os09g29890",3,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
"1284","Chr9-18178830","LOC_Os09g29890",0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,19,14,37
"1285","Chr9-18174554","LOC_Os09g29890",171,112,155,103,82,114,59,69,62,96,137,124,23,21,24,173,151,287
"1286","Chr9+18470333","LOC_Os09g30340",7,7,6,1,0,1,4028,4405,4455,440,452,454,19,24,26,362,3313,144
"1287","Chr9+18470277","LOC_Os09g30340",0,0,0,0,0,0,8,5,6,1,1,1,0,0,0,4,7,6
"1288","Chr9-18982597","LOC_Os09g31478",11,6,27,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"1289","Chr9-18979687","LOC_Os09g31478",2,0,2,4,12,5,0,0,0,0,0,0,1,0,2,0,0,0
"1290","Chr9-18978985","LOC_Os09g31478",11,7,2,0,4,1,4,3,6,2,1,2,1,1,1,5,11,7
"1291","Chr9-18979838","LOC_Os09g31478",5,6,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1292","Chr9-18981220","LOC_Os09g31478",41,23,20,1,2,4,1,3,0,0,0,0,0,0,0,0,0,0
"1293","Chr9-18978152","LOC_Os09g31478",112,35,49,12,116,230,227,243,249,17,19,22,64,62,66,1,37,4
"1294","Chr9-18980205","LOC_Os09g31478",17,37,20,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0
"1295","Chr9+19575257","LOC_Os09g32820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,42,29
"1296","Chr9+19575608","LOC_Os09g32820",21,20,19,36,51,33,71,86,54,54,90,80,67,54,27,33,150,109
"1297","Chr9+19575330","LOC_Os09g32820",8,2,10,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0
"1298","Chr9+19575435","LOC_Os09g32820",90,74,85,68,46,42,63,67,66,43,64,43,34,41,44,118,96,51
"1299","Chr9-20157729","LOC_Os09g34150",3,2,3,0,4,6,7,20,10,5,5,5,221,184,187,7,1,1
"1300","Chr9-20157428","LOC_Os09g34150",0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,10,5,6
"1301","Chr9-20157883","LOC_Os09g34150",0,0,0,0,3,1,1,3,0,0,1,1,11,10,14,0,0,0
"1302","Chr9-20741346","LOC_Os09g35990",0,1,0,3,7,2,0,8,7,0,1,0,3,4,4,34,27,25
"1303","Chr9-20737046","LOC_Os09g35990",2,2,8,2,8,3,4,11,2,4,3,4,2,3,4,3,10,6
"1304","Chr9-20737114","LOC_Os09g35990",8,4,3,4,5,6,6,3,7,6,0,0,1,3,3,1,4,3
"1305","Chr9-20738731","LOC_Os09g35990",2,15,6,0,1,1,3,5,11,1,1,1,0,1,1,0,2,0
"1306","Chr9+20768215","LOC_Os09g36060",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1307","Chr9+20766606","LOC_Os09g36060",1,0,0,0,1,3,0,0,2,1,1,1,3,0,3,39,69,43
"1308","Chr9+21668197","LOC_Os09g37590",29,28,29,21,23,22,6,3,5,7,5,5,6,9,4,0,0,0
"1309","Chr9+21674236","LOC_Os09g37590",7,0,8,0,0,1,0,0,0,1,1,1,0,0,0,0,0,2
"1310","Chr9+21669672","LOC_Os09g37590",11,19,18,7,22,3,2,1,1,3,2,0,1,0,0,0,0,0
"1311","Chr9+21674381","LOC_Os09g37590",1,1,1,0,2,0,0,0,0,1,1,1,0,0,0,2,7,2
"1312","Chr10-1010532","LOC_Os10g02630",6,9,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1313","Chr10-1010250","LOC_Os10g02630",1,8,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1314","Chr10-1007664","LOC_Os10g02630",772,503,647,506,512,466,654,647,660,253,269,244,278,357,398,127,196,370
"1315","Chr10-1007989","LOC_Os10g02630",1,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0
"1316","Chr10-1007585","LOC_Os10g02630",2,4,8,5,2,6,4,4,4,2,2,2,3,3,3,3,5,33
"1317","Chr10-1656947","LOC_Os10g03690",6,1,2,7,4,4,4,5,8,0,2,2,3,4,1,0,0,0
"1318","Chr10-1656775","LOC_Os10g03690",4,2,5,18,24,32,21,28,26,8,7,10,13,12,12,18,22,20
"1319","Chr10+1859884","LOC_Os10g04050",2,0,1,3,2,5,10,9,9,0,5,2,0,0,0,2,2,8
"1320","Chr10+1860706","LOC_Os10g04050",0,12,5,30,76,50,42,43,49,3,2,3,2,2,2,12,2,15
"1321","Chr10+1861986","LOC_Os10g04050",5,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1322","Chr10-5595770","LOC_Os10g10190",7,4,3,7,19,12,11,14,13,33,13,23,14,14,13,15,3,16
"1323","Chr10-5595951","LOC_Os10g10190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5
"1324","Chr10-6080392","LOC_Os10g10990",74,49,63,32,32,32,0,1,9,5,3,1,0,3,2,44,20,15
"1325","Chr10-6084404","LOC_Os10g10990",0,10,10,0,0,3,0,0,0,0,1,3,0,0,0,1,10,9
"1326","Chr10-6080043","LOC_Os10g10990",39,22,21,39,34,30,24,12,18,9,5,19,7,10,10,0,0,0
"1327","Chr10+7441146","LOC_Os10g13694",1,2,0,0,1,1,4,4,3,2,0,1,3,3,2,7,3,7
"1328","Chr10+7435564","LOC_Os10g13694",4,4,6,5,7,0,1,0,0,1,1,1,1,2,0,46,72,10
"1329","Chr10+7442296","LOC_Os10g13694",0,0,0,1,1,0,7,5,4,2,0,2,0,0,0,0,0,0
"1330","Chr10+7442172","LOC_Os10g13694",49,15,10,38,42,39,80,70,70,22,21,8,11,26,15,112,128,135
"1331","Chr10+7441925","LOC_Os10g13694",3,2,3,0,0,0,1,1,2,0,0,0,0,0,0,20,21,12
"1332","Chr10+7441823","LOC_Os10g13694",6,9,3,5,5,5,4,5,3,8,7,6,8,4,5,1,1,0
"1333","Chr10+7435674","LOC_Os10g13694",1,14,8,17,12,30,1,0,0,2,2,2,2,1,2,76,13,41
"1334","Chr10+7689791","LOC_Os10g14180",18,23,19,32,34,20,19,18,10,2,2,2,61,56,74,2,3,1
"1335","Chr10+7689694","LOC_Os10g14180",10,9,2,8,16,13,33,32,28,4,5,1,97,98,87,3,55,27
"1336","Chr10+7694616","LOC_Os10g14180",1,1,0,4,5,3,7,14,17,2,2,2,8,10,9,0,0,0
"1337","Chr10+7694459","LOC_Os10g14180",1,1,0,0,4,2,23,8,18,0,3,2,6,6,11,27,9,34
"1338","Chr10+7690935","LOC_Os10g14180",0,3,0,0,0,0,0,0,0,0,0,0,3,8,5,0,0,0
"1339","Chr10+7690851","LOC_Os10g14180",5,0,1,4,5,6,5,4,4,0,0,0,9,6,7,0,0,0
"1340","Chr10+8827894","LOC_Os10g17489",3,4,9,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0
"1341","Chr10+8827750","LOC_Os10g17489",2,1,2,0,0,0,0,1,0,4,4,6,1,2,3,0,0,0
"1342","Chr10+8827695","LOC_Os10g17489",29,38,30,46,56,48,60,46,51,71,86,72,27,30,27,8,17,11
"1343","Chr10+8826518","LOC_Os10g17489",1,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1344","Chr10+9760570","LOC_Os10g19160",97,105,98,0,13,1,0,0,0,4,4,3,0,0,0,1,6,0
"1345","Chr10+9760105","LOC_Os10g19160",1,0,0,0,1,12,0,0,1,1,0,1,1,1,2,49,0,17
"1346","Chr10-10216070","LOC_Os10g20310",10,8,9,20,38,22,49,65,62,20,19,15,25,27,24,10,30,3
"1347","Chr10-10216272","LOC_Os10g20310",3,2,3,1,2,1,0,0,1,0,0,0,0,1,1,0,0,0
"1348","Chr10-10217555","LOC_Os10g20310",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,29,21,5
"1349","Chr10+10939619","LOC_Os10g21360",0,1,0,5,2,5,1,2,4,2,6,5,3,2,2,2,2,2
"1350","Chr10+10939127","LOC_Os10g21360",5,3,1,0,0,0,1,3,0,4,11,5,4,0,0,5,6,11
"1351","Chr10-12113419","LOC_Os10g23220",1,1,3,0,0,0,3,3,3,1,3,2,0,0,0,0,0,0
"1352","Chr10-12113671","LOC_Os10g23220",85,90,85,111,150,154,143,134,140,187,159,190,124,121,117,293,30,219
"1353","Chr10-14434210","LOC_Os10g27350",24,5,1,15,8,10,1,0,0,6,6,1,1,2,3,0,0,0
"1354","Chr10-14433996","LOC_Os10g27350",2,3,4,4,7,0,2,3,4,2,0,4,1,1,1,0,0,0
"1355","Chr10-14433939","LOC_Os10g27350",6,7,16,7,4,8,1,2,2,8,3,4,0,4,8,0,0,0
"1356","Chr10-14434091","LOC_Os10g27350",3,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1357","Chr10+14735849","LOC_Os10g28320",1,7,3,3,3,4,1,1,1,1,0,0,0,0,0,3,14,7
"1358","Chr10+14736607","LOC_Os10g28320",1,4,3,0,0,0,17,18,15,24,35,40,16,18,12,17,10,43
"1359","Chr10-15806659","LOC_Os10g30410",0,0,0,0,0,0,1,6,6,7,5,6,2,3,2,0,0,0
"1360","Chr10-15808091","LOC_Os10g30410",0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1361","Chr10+16185233","LOC_Os10g31000",4,2,2,1,2,2,0,3,0,5,3,3,3,10,3,160,188,251
"1362","Chr10+16184930","LOC_Os10g31000",457,759,536,532,295,533,229,297,281,442,426,406,339,337,351,160,16,65
"1363","Chr10+16185132","LOC_Os10g31000",1,0,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"1364","Chr10-17365233","LOC_Os10g33140",0,1,5,0,0,2,6,4,4,0,0,0,4,4,8,0,0,0
"1365","Chr10-17365058","LOC_Os10g33140",1,3,0,0,0,1,79,71,79,5,6,5,34,48,36,10,24,8
"1366","Chr10-18852127","LOC_Os10g35280",6,3,3,4,3,6,2,12,5,6,3,8,7,11,6,0,0,0
"1367","Chr10-18852306","LOC_Os10g35280",68,54,57,61,76,53,47,42,35,65,65,71,35,27,30,19,26,5
"1368","Chr10-20398744","LOC_Os10g38090",0,0,0,0,0,0,0,0,0,12,5,5,0,1,0,0,0,0
"1369","Chr10-20394794","LOC_Os10g38090",3,0,3,9,6,3,18,10,16,182,174,194,103,100,94,24,12,23
"1370","Chr10-20398654","LOC_Os10g38090",0,0,0,2,3,0,0,0,0,2,4,5,0,1,0,8,13,2
"1371","Chr10-20394583","LOC_Os10g38090",0,0,0,0,0,0,0,1,1,6,6,7,3,0,3,0,0,0
"1372","Chr10+21297464","LOC_Os10g39780",25,33,32,68,69,140,41,25,35,93,40,28,309,295,322,51,53,76
"1373","Chr10+21296001","LOC_Os10g39780",3,3,5,3,3,0,0,0,0,0,0,0,8,7,1,0,0,0
"1374","Chr10+21297186","LOC_Os10g39780",7,5,2,0,0,4,1,1,0,0,3,2,6,7,6,0,0,0
"1375","Chr10+21296057","LOC_Os10g39780",0,0,0,3,3,4,0,0,0,0,0,0,13,13,11,0,0,0
"1376","Chr10+21419826","LOC_Os10g39980",5,0,0,11,16,7,355,340,357,199,254,240,147,159,139,35,42,0
"1377","Chr10+21418944","LOC_Os10g39980",1,0,1,0,2,0,0,0,0,2,1,0,1,1,2,41,45,31
"1378","Chr10+21419454","LOC_Os10g39980",0,0,0,3,1,1,9,9,10,6,11,11,12,14,12,0,0,0
"1379","Chr10-22128462","LOC_Os10g41200",99,91,105,106,154,122,326,355,362,47,52,54,224,243,242,400,250,55
"1380","Chr10-22128231","LOC_Os10g41200",5,7,3,1,2,1,0,0,1,1,0,0,1,2,2,0,0,0
"1381","Chr10+22277853","LOC_Os10g41440",182,179,182,160,114,143,68,65,73,72,67,61,47,64,63,48,114,103
"1382","Chr10+22277999","LOC_Os10g41440",40,28,17,81,92,61,46,37,42,38,37,50,48,48,57,25,64,31
"1383","Chr10-22777648","LOC_Os10g42299",13,14,14,64,59,49,2,2,8,99,99,98,11,35,11,433,74,317
"1384","Chr10-22774960","LOC_Os10g42299",0,4,3,11,14,5,221,190,252,47,45,42,30,26,23,52,153,125
"1385","Chr10-22777387","LOC_Os10g42299",7,8,21,4,5,5,0,0,0,36,28,36,5,4,8,6,21,13
"1386","Chr10-22777155","LOC_Os10g42299",16,13,13,5,5,6,0,4,0,43,53,25,5,6,8,0,0,0
"1387","Chr10+22935980","LOC_Os10g42520",0,0,0,2,0,3,0,1,0,4,4,4,3,1,1,0,0,0
"1388","Chr10+22935741","LOC_Os10g42520",0,1,0,2,2,3,0,1,0,2,3,6,8,5,10,26,49,59
"1389","Chr10-23037176","LOC_Os10g42710",0,0,0,0,2,0,3,3,3,0,4,2,1,1,3,3,2,0
"1390","Chr10-23035366","LOC_Os10g42710",154,297,223,303,336,325,673,713,683,447,454,443,659,699,680,322,360,336
"1391","Chr10-23037915","LOC_Os10g42710",4,4,6,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0
"1392","Chr11-304779","LOC_Os11g01530",2,1,2,0,1,0,30,28,35,2,2,2,1,2,1,16,6,8
"1393","Chr11-305061","LOC_Os11g01530",43,70,56,25,14,15,555,586,558,26,24,20,27,27,33,118,15,134
