"","chrstrandcoord","gene","leaf_20days1","leaf_20days2","leaf_20days3","leaf_60days1","leaf_60days2","leaf_60days3","stem_60days1","stem_60days2","stem_60days3","root_60days1","root_60days2","root_60days3","anther1","anther2","anther3","pistil1","pistil2","pistil3"
"1167","Chr8+12718764","LOC_Os08g21330",0,0,0,2,3,1,1,0,2,5,6,5,4,19,8,16,10,4
"1168","Chr8+12719218","LOC_Os08g21330",5,5,2,1,1,1,2,0,0,2,2,1,0,2,3,12,14,15
"1169","Chr8-12724304","LOC_Os08g21350",170,167,152,163,138,166,123,126,126,152,166,177,87,96,96,145,115,141
"1170","Chr8-12724556","LOC_Os08g21350",0,1,0,11,10,0,6,5,3,6,7,3,11,8,8,5,4,3
"1171","Chr8+13074572","LOC_Os08g21840",6,1,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
"1172","Chr8+13075843","LOC_Os08g21840",0,0,0,0,0,0,0,0,0,1,1,1,5,5,3,3,5,7
"1173","Chr8+13076027","LOC_Os08g21840",14,1,3,22,9,25,25,6,14,47,53,44,89,43,67,62,59,62
"1174","Chr8-16519397","LOC_Os08g27040",3,2,8,10,6,8,14,2,14,9,8,10,2,4,3,3,20,9
"1175","Chr8-16519628","LOC_Os08g27040",57,58,75,115,121,125,82,82,87,71,86,57,59,48,50,96,85,81
"1176","Chr8-16522921","LOC_Os08g27040",1,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0
"1177","Chr8-16915204","LOC_Os08g27759",0,2,1,2,1,2,0,0,1,1,0,1,0,0,0,0,0,0
"1178","Chr8-16916653","LOC_Os08g27759",0,9,2,9,6,10,18,14,15,2,1,2,3,3,7,8,28,15
"1179","Chr8-16946484","LOC_Os08g27824",11,0,0,9,12,7,9,8,8,29,27,18,19,25,31,43,30,44
"1180","Chr8-16946671","LOC_Os08g27824",0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1
"1181","Chr8-18103293","LOC_Os08g29530",127,118,116,74,71,82,100,96,61,145,136,138,175,174,157,133,132,131
"1182","Chr8-18108092","LOC_Os08g29530",0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"1183","Chr8+19207763","LOC_Os08g31090",3,1,0,0,1,0,10,10,16,1007,1010,1013,118,125,137,40,30,42
"1184","Chr8+19208087","LOC_Os08g31090",0,0,0,0,0,0,0,0,0,19,40,28,6,16,11,0,0,0
"1185","Chr8+19548979","LOC_Os08g31580",244,250,233,161,231,280,257,259,263,217,235,272,547,541,581,278,275,247
"1186","Chr8+19547661","LOC_Os08g31580",3,3,5,0,0,0,1,2,2,13,9,5,3,5,4,3,1,5
"1187","Chr8+19698137","LOC_Os08g31769",9,6,1,8,7,8,10,12,13,7,8,10,69,72,73,21,21,21
"1188","Chr8+19693840","LOC_Os08g31769",6,1,5,4,3,3,3,1,4,4,4,3,4,4,2,0,1,1
"1189","Chr8+20565942","LOC_Os08g33082",2,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0
"1190","Chr8+20566194","LOC_Os08g33082",55,55,55,41,40,39,29,29,34,11,16,16,39,33,37,53,51,51
"1191","Chr8+20560447","LOC_Os08g33082",3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"1192","Chr8-22219629","LOC_Os08g35220",0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1
"1193","Chr8-22220044","LOC_Os08g35220",36,40,41,62,43,44,18,20,26,23,24,26,23,16,13,33,32,37
"1194","Chr8-22219953","LOC_Os08g35220",4,4,3,11,3,4,9,12,6,0,9,2,2,4,0,3,8,2
"1195","Chr8-23219154","LOC_Os08g36774",116,84,105,105,105,106,115,114,116,75,73,78,43,41,36,153,153,138
"1196","Chr8-23218888","LOC_Os08g36774",0,1,0,0,0,0,0,0,2,6,0,3,0,0,0,1,2,4
"1197","Chr8-23229774","LOC_Os08g36774",1,1,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"1198","Chr8-23229595","LOC_Os08g36774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"1199","Chr8+23717394","LOC_Os08g37432",209,213,214,96,88,39,53,55,46,84,87,119,8,2,10,0,0,0
"1200","Chr8+23717490","LOC_Os08g37432",11,6,8,0,2,3,0,0,1,0,4,1,1,0,0,0,0,0
"1201","Chr8+23714230","LOC_Os08g37432",3,3,1,4,2,4,5,5,5,33,27,27,3,0,1,0,0,0
"1202","Chr8+24499077","LOC_Os08g38740",0,0,0,0,2,1,2,0,1,0,0,0,187,158,161,2,1,1
"1203","Chr8+24498123","LOC_Os08g38740",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0
"1204","Chr8+24498068","LOC_Os08g38740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1205","Chr8+24713013","LOC_Os08g39120",2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"1206","Chr8+24715539","LOC_Os08g39120",10,9,8,7,7,7,16,11,8,18,40,28,13,10,24,34,34,34
"1207","Chr8+24715695","LOC_Os08g39120",0,0,1,0,0,0,1,2,1,2,1,3,4,1,4,0,2,3
"1208","Chr8+24715432","LOC_Os08g39120",0,0,0,0,0,0,0,2,2,1,1,1,2,1,0,3,1,3
"1209","Chr8+25940341","LOC_Os08g41010",1,2,2,1,4,1,1,2,4,1,0,1,0,1,1,2,0,0
"1210","Chr8+25942290","LOC_Os08g41010",35,31,26,36,47,37,36,46,24,24,28,30,41,37,33,37,33,54
"1211","Chr8+25940856","LOC_Os08g41010",0,10,1,2,2,1,3,3,2,1,2,0,3,3,3,0,2,3
"1212","Chr8+25940715","LOC_Os08g41010",37,38,38,48,48,30,51,48,55,94,52,51,30,34,32,61,62,66
"1213","Chr8+25942446","LOC_Os08g41010",14,1,6,9,11,9,2,8,9,3,5,5,3,0,0,2,1,4
"1214","Chr8-26165335","LOC_Os08g41440",0,0,0,0,0,0,0,0,0,8,5,8,1,0,0,2,2,2
"1215","Chr8-26165429","LOC_Os08g41440",0,0,0,0,3,0,6,2,4,30,34,28,4,3,0,6,13,5
"1216","Chr8-26165225","LOC_Os08g41440",0,0,1,3,5,4,18,21,17,175,100,83,23,10,21,116,123,97
"1217","Chr8-26165067","LOC_Os08g41440",3,17,14,23,14,13,64,57,78,202,149,162,72,54,55,268,204,285
"1218","Chr8-26842165","LOC_Os08g42470",2,1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"1219","Chr8-26841065","LOC_Os08g42470",1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
"1220","Chr8+28019336","LOC_Os08g44560",1,0,1,0,0,1,0,2,2,0,0,0,1,0,0,1,2,1
"1221","Chr8+28019959","LOC_Os08g44560",1,2,2,7,4,3,1,1,0,1,1,2,3,1,0,1,2,2
"1222","Chr8+28019221","LOC_Os08g44560",0,0,0,1,1,0,3,1,5,0,0,1,0,0,0,2,3,3
"1223","Chr8+28020252","LOC_Os08g44560",30,12,42,23,27,28,13,11,6,7,6,6,5,3,9,9,6,11
"1224","Chr8+28345550","LOC_Os08g45140",86,108,102,68,87,109,42,42,45,31,24,26,60,45,48,43,40,36
"1225","Chr8+28345480","LOC_Os08g45140",4,4,5,5,4,5,0,2,0,0,0,0,0,2,1,0,3,1
"1226","Chr9-3494968","LOC_Os09g07154",0,0,0,0,0,0,0,0,0,6,4,7,2,6,5,16,16,17
"1227","Chr9-3494310","LOC_Os09g07154",0,0,0,0,0,0,0,0,0,4,4,5,14,15,12,26,31,25
"1228","Chr9-3493970","LOC_Os09g07154",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1229","Chr9-4201088","LOC_Os09g08130",0,0,0,4,10,5,3,3,3,22,26,23,7,8,7,3,4,1
"1230","Chr9-4201179","LOC_Os09g08130",1,1,2,1,0,1,1,0,0,13,10,9,0,1,3,1,1,1
"1231","Chr9-4200791","LOC_Os09g08130",9,9,2,1,2,2,1,1,1,3,3,2,0,1,2,2,0,1
"1232","Chr9-4502975","LOC_Os09g08620",14,13,16,17,11,19,8,7,8,0,0,0,13,12,9,28,26,34
"1233","Chr9-4504354","LOC_Os09g08620",10,1,0,2,1,2,3,0,3,2,2,2,1,0,0,0,1,0
"1234","Chr9-5838299","LOC_Os09g10710",17,22,17,10,14,12,12,15,13,14,2,13,20,46,36,22,23,23
"1235","Chr9-5837818","LOC_Os09g10710",124,154,102,126,139,139,96,95,100,99,86,97,83,56,69,113,114,131
"1236","Chr9-9970573","LOC_Os09g16330",75,75,78,142,141,164,165,172,170,116,135,116,14,10,10,8,10,10
"1237","Chr9-9976956","LOC_Os09g16330",1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1238","Chr9-9978437","LOC_Os09g16330",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1239","Chr9+11815225","LOC_Os09g19734",8,2,2,1,3,1,0,0,0,1,1,0,1,0,0,0,1,1
"1240","Chr9+11808918","LOC_Os09g19734",269,252,243,303,296,300,417,392,424,692,673,692,519,437,505,351,385,366
"1241","Chr9+11815322","LOC_Os09g19734",51,20,30,31,15,27,22,12,15,16,20,16,5,4,4,15,8,17
"1242","Chr9-11913911","LOC_Os09g19910",0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,2,1,1
"1243","Chr9-11913665","LOC_Os09g19910",44,33,50,27,22,16,54,51,49,33,33,27,80,76,80,58,44,26
"1244","Chr9-11920887","LOC_Os09g19930",1,3,2,0,0,0,0,0,0,0,0,0,22,23,16,84,78,92
"1245","Chr9-11920518","LOC_Os09g19930",0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,22,22,21
"1246","Chr9-12289976","LOC_Os09g20430",10,14,12,17,17,12,5,4,4,1,0,1,17,1,5,12,14,13
"1247","Chr9-12290869","LOC_Os09g20430",0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
"1248","Chr9-13141232","LOC_Os09g21689",1,0,1,5,7,3,0,0,2,0,0,0,3,0,2,1,0,2
"1249","Chr9-13143923","LOC_Os09g21689",1,1,1,1,0,0,0,0,0,1,1,1,3,4,1,0,0,2
"1250","Chr9-13140575","LOC_Os09g21689",35,38,37,36,36,36,35,47,44,38,49,43,22,24,28,24,24,34
"1251","Chr9-13144064","LOC_Os09g21689",0,2,1,1,0,4,3,3,2,1,0,0,6,13,0,6,6,5
"1252","Chr9-13141141","LOC_Os09g21689",0,1,0,0,1,1,1,0,1,1,1,1,2,3,1,2,2,2
"1253","Chr9-13140981","LOC_Os09g21689",1,0,0,0,5,2,0,2,3,0,1,1,0,0,2,4,2,6
"1254","Chr9-13146026","LOC_Os09g21689",13,11,5,20,23,20,12,11,12,30,26,18,6,18,19,19,20,20
"1255","Chr9-15450591","LOC_Os09g25784",13,7,10,10,11,10,2,1,2,0,0,1,0,6,4,4,2,3
"1256","Chr9-15454658","LOC_Os09g25784",0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"1257","Chr9-15451257","LOC_Os09g25784",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"1258","Chr9-15546421","LOC_Os09g25900",2,9,1,5,6,6,10,8,6,20,16,21,8,4,5,7,7,11
"1259","Chr9-15546294","LOC_Os09g25900",0,0,0,1,1,2,1,0,0,2,0,1,0,0,0,0,0,1
"1260","Chr9-15628806","LOC_Os09g26004",0,0,0,0,0,1,0,0,0,1,2,2,2,2,0,0,0,2
"1261","Chr9-15628473","LOC_Os09g26004",9,3,2,0,1,1,3,3,1,0,3,3,1,2,5,4,2,5
"1262","Chr9-15628352","LOC_Os09g26004",5,5,5,5,7,6,12,14,15,5,0,3,2,2,0,9,9,9
"1263","Chr9-15628978","LOC_Os09g26004",26,30,19,4,8,7,6,7,7,8,0,6,11,17,11,17,16,10
"1264","Chr9-15629125","LOC_Os09g26004",4,2,3,2,3,3,2,1,3,1,0,0,1,3,2,6,6,9
"1265","Chr9-15630611","LOC_Os09g26004",3,2,2,2,1,2,15,4,8,2,3,3,2,9,4,4,8,5
"1266","Chr9-15781288","LOC_Os09g26180",0,0,0,0,1,1,1,0,1,1,2,2,0,1,0,0,1,0
"1267","Chr9-15781451","LOC_Os09g26180",150,144,181,203,261,275,235,127,159,122,137,39,80,85,106,130,99,80
"1268","Chr9+17395623","LOC_Os09g28590",58,56,68,65,66,65,60,66,61,24,24,27,64,71,55,50,49,51
"1269","Chr9+17395381","LOC_Os09g28590",18,12,24,32,29,34,40,31,16,13,12,12,26,17,10,23,27,23
"1270","Chr9+17395098","LOC_Os09g28590",1,2,2,8,4,6,15,11,12,1,3,6,5,2,11,5,4,8
"1271","Chr9+17428694","LOC_Os09g28660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1272","Chr9+17428559","LOC_Os09g28660",7,8,7,2,2,1,3,6,8,10,7,7,4,5,3,4,4,4
"1273","Chr9-17607432","LOC_Os09g28940",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"1274","Chr9-17600449","LOC_Os09g28940",0,6,0,2,3,2,0,0,1,0,0,0,1,2,0,2,1,1
"1275","Chr9-17600326","LOC_Os09g28940",5,1,1,16,13,18,10,13,15,2,1,3,7,6,9,35,27,26
"1276","Chr9+17880364","LOC_Os09g29420",21,7,11,5,6,6,6,5,2,6,7,10,4,3,4,1,0,3
"1277","Chr9+17880146","LOC_Os09g29420",10,1,15,24,18,17,13,25,21,39,34,34,20,17,20,27,15,14
"1278","Chr9+17984032","LOC_Os09g29570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1279","Chr9+17982120","LOC_Os09g29570",3,3,3,5,7,5,0,3,0,0,0,0,0,0,0,0,1,0
"1280","Chr9-18178320","LOC_Os09g29890",0,0,0,0,0,0,0,0,0,1,2,2,4,3,3,2,2,2
"1281","Chr9-18174323","LOC_Os09g29890",3,2,1,1,1,2,1,1,1,0,0,0,1,0,3,2,2,2
"1282","Chr9-18178215","LOC_Os09g29890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1283","Chr9-18177979","LOC_Os09g29890",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1284","Chr9-18178830","LOC_Os09g29890",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"1285","Chr9-18174554","LOC_Os09g29890",51,52,52,13,30,49,59,69,62,23,21,24,497,448,465,169,208,190
"1286","Chr9+18470333","LOC_Os09g30340",35662,34826,35404,21654,22695,22065,4028,4405,4455,19,24,26,298,282,255,902,446,657
"1287","Chr9+18470277","LOC_Os09g30340",26,24,23,19,11,17,8,5,6,0,0,0,1,1,0,0,0,0
"1288","Chr9-18982597","LOC_Os09g31478",0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
"1289","Chr9-18979687","LOC_Os09g31478",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
"1290","Chr9-18978985","LOC_Os09g31478",0,0,0,0,0,0,4,3,6,1,1,1,0,0,0,0,0,0
"1291","Chr9-18979838","LOC_Os09g31478",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1292","Chr9-18981220","LOC_Os09g31478",3,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
"1293","Chr9-18978152","LOC_Os09g31478",6,6,4,11,30,4,227,243,249,64,62,66,25,33,35,6,15,5
"1294","Chr9-18980205","LOC_Os09g31478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1295","Chr9+19575257","LOC_Os09g32820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1296","Chr9+19575608","LOC_Os09g32820",216,186,163,113,103,121,71,86,54,67,54,27,54,62,46,87,72,87
"1297","Chr9+19575330","LOC_Os09g32820",0,0,0,2,1,3,0,0,0,1,0,0,0,0,0,0,0,1
"1298","Chr9+19575435","LOC_Os09g32820",220,217,219,159,160,168,63,67,66,34,41,44,94,92,101,72,75,69
"1299","Chr9-20157729","LOC_Os09g34150",0,0,0,32,42,57,7,20,10,221,184,187,12,8,6,32,63,56
"1300","Chr9-20157428","LOC_Os09g34150",0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"1301","Chr9-20157883","LOC_Os09g34150",0,0,0,1,2,1,1,3,0,11,10,14,0,0,0,0,2,1
"1302","Chr9-20741346","LOC_Os09g35990",3,7,10,6,6,8,0,8,7,3,4,4,7,7,6,4,3,6
"1303","Chr9-20737046","LOC_Os09g35990",40,19,31,22,23,25,4,11,2,2,3,4,3,0,3,1,5,6
"1304","Chr9-20737114","LOC_Os09g35990",26,0,22,20,17,16,6,3,7,1,3,3,6,3,3,5,4,5
"1305","Chr9-20738731","LOC_Os09g35990",13,13,2,7,6,5,3,5,11,0,1,1,1,3,3,2,4,3
"1306","Chr9+20768215","LOC_Os09g36060",0,0,0,0,0,0,0,0,0,0,0,0,12,13,12,0,0,0
"1307","Chr9+20766606","LOC_Os09g36060",2,2,2,0,0,0,0,0,2,3,0,3,2,4,1,1,0,0
"1308","Chr9+21668197","LOC_Os09g37590",20,14,11,25,29,25,6,3,5,6,9,4,8,8,5,9,4,5
"1309","Chr9+21674236","LOC_Os09g37590",0,0,0,1,0,2,0,0,0,0,0,0,16,27,25,0,0,0
"1310","Chr9+21669672","LOC_Os09g37590",19,0,14,4,9,8,2,1,1,1,0,0,1,0,1,5,4,6
"1311","Chr9+21674381","LOC_Os09g37590",0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,0,0,1
"1312","Chr10-1010532","LOC_Os10g02630",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"1313","Chr10-1010250","LOC_Os10g02630",0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2
"1314","Chr10-1007664","LOC_Os10g02630",471,490,527,747,715,676,654,647,660,278,357,398,199,265,250,413,389,378
"1315","Chr10-1007989","LOC_Os10g02630",4,3,2,0,0,0,0,0,2,1,0,0,0,0,2,2,2,2
"1316","Chr10-1007585","LOC_Os10g02630",6,3,8,7,7,5,4,4,4,3,3,3,2,3,2,3,5,0
"1317","Chr10-1656947","LOC_Os10g03690",7,12,19,7,5,4,4,5,8,3,4,1,0,2,1,9,3,5
"1318","Chr10-1656775","LOC_Os10g03690",15,9,13,14,15,17,21,28,26,13,12,12,18,19,16,44,43,42
"1319","Chr10+1859884","LOC_Os10g04050",12,3,9,18,16,11,10,9,9,0,0,0,2,0,2,7,9,7
"1320","Chr10+1860706","LOC_Os10g04050",16,25,30,82,83,80,42,43,49,2,2,2,8,8,5,14,14,11
"1321","Chr10+1861986","LOC_Os10g04050",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1322","Chr10-5595770","LOC_Os10g10190",13,11,23,18,22,20,11,14,13,14,14,13,35,36,34,25,21,27
"1323","Chr10-5595951","LOC_Os10g10190",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1324","Chr10-6080392","LOC_Os10g10990",4,3,4,5,6,5,0,1,9,0,3,2,6,6,5,7,6,8
"1325","Chr10-6084404","LOC_Os10g10990",0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,0,0
"1326","Chr10-6080043","LOC_Os10g10990",4,2,7,9,11,7,24,12,18,7,10,10,0,6,6,12,24,3
"1327","Chr10+7441146","LOC_Os10g13694",0,4,2,10,5,2,4,4,3,3,3,2,10,9,10,2,1,3
"1328","Chr10+7435564","LOC_Os10g13694",1,1,0,1,1,1,1,0,0,1,2,0,15,18,17,0,3,1
"1329","Chr10+7442296","LOC_Os10g13694",2,0,2,2,3,2,7,5,4,0,0,0,0,0,0,3,1,1
"1330","Chr10+7442172","LOC_Os10g13694",77,78,80,52,67,61,80,70,70,11,26,15,73,90,82,30,40,44
"1331","Chr10+7441925","LOC_Os10g13694",0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,1,0
"1332","Chr10+7441823","LOC_Os10g13694",13,9,2,9,9,4,4,5,3,8,4,5,32,34,30,10,10,8
"1333","Chr10+7435674","LOC_Os10g13694",2,1,3,0,0,0,1,0,0,2,1,2,23,17,15,2,1,0
"1334","Chr10+7689791","LOC_Os10g14180",11,13,15,7,7,8,19,18,10,61,56,74,12,7,9,17,22,14
"1335","Chr10+7689694","LOC_Os10g14180",24,36,29,17,18,14,33,32,28,97,98,87,22,19,36,28,27,22
"1336","Chr10+7694616","LOC_Os10g14180",16,9,36,13,7,15,7,14,17,8,10,9,18,13,19,4,7,0
"1337","Chr10+7694459","LOC_Os10g14180",23,10,26,14,15,11,23,8,18,6,6,11,15,13,21,7,14,12
"1338","Chr10+7690935","LOC_Os10g14180",0,0,0,0,1,0,0,0,0,3,8,5,1,0,1,3,0,3
"1339","Chr10+7690851","LOC_Os10g14180",2,3,11,3,3,5,5,4,4,9,6,7,5,2,10,0,5,7
"1340","Chr10+8827894","LOC_Os10g17489",0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0
"1341","Chr10+8827750","LOC_Os10g17489",0,0,0,0,0,0,0,1,0,1,2,3,0,0,0,0,0,0
"1342","Chr10+8827695","LOC_Os10g17489",5,5,4,11,10,13,60,46,51,27,30,27,1,2,3,10,11,8
"1343","Chr10+8826518","LOC_Os10g17489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1344","Chr10+9760570","LOC_Os10g19160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1345","Chr10+9760105","LOC_Os10g19160",2,1,1,0,1,0,0,0,1,1,1,2,1,0,1,0,1,1
"1346","Chr10-10216070","LOC_Os10g20310",35,42,38,81,85,72,49,65,62,25,27,24,10,10,15,31,51,43
"1347","Chr10-10216272","LOC_Os10g20310",0,0,0,1,1,2,0,0,1,0,1,1,0,0,0,3,0,3
"1348","Chr10-10217555","LOC_Os10g20310",0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,1
"1349","Chr10+10939619","LOC_Os10g21360",1,0,2,4,5,5,1,2,4,3,2,2,18,15,15,9,9,7
"1350","Chr10+10939127","LOC_Os10g21360",0,0,3,2,5,3,1,3,0,4,0,0,20,19,18,12,12,15
"1351","Chr10-12113419","LOC_Os10g23220",0,4,5,1,1,1,3,3,3,0,0,0,0,1,1,0,1,0
"1352","Chr10-12113671","LOC_Os10g23220",204,206,218,138,157,158,143,134,140,124,121,117,128,112,123,174,168,186
"1353","Chr10-14434210","LOC_Os10g27350",0,1,2,1,2,1,1,0,0,1,2,3,6,10,14,5,6,5
"1354","Chr10-14433996","LOC_Os10g27350",0,0,0,2,0,0,2,3,4,1,1,1,9,0,2,4,5,2
"1355","Chr10-14433939","LOC_Os10g27350",4,3,6,3,2,3,1,2,2,0,4,8,11,13,12,3,3,2
"1356","Chr10-14434091","LOC_Os10g27350",1,1,0,0,0,0,0,0,0,1,0,0,3,1,1,3,1,1
"1357","Chr10+14735849","LOC_Os10g28320",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"1358","Chr10+14736607","LOC_Os10g28320",8,14,20,15,14,15,17,18,15,16,18,12,3,5,4,18,8,8
"1359","Chr10-15806659","LOC_Os10g30410",0,0,0,2,3,1,1,6,6,2,3,2,0,0,0,0,0,0
"1360","Chr10-15808091","LOC_Os10g30410",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1361","Chr10+16185233","LOC_Os10g31000",8,4,7,6,5,5,0,3,0,3,10,3,8,6,7,1,0,1
"1362","Chr10+16184930","LOC_Os10g31000",253,306,308,242,254,256,229,297,281,339,337,351,338,373,266,137,91,124
"1363","Chr10+16185132","LOC_Os10g31000",1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1364","Chr10-17365233","LOC_Os10g33140",0,0,2,6,5,5,6,4,4,4,4,8,0,0,0,0,0,1
"1365","Chr10-17365058","LOC_Os10g33140",11,10,12,47,58,52,79,71,79,34,48,36,1,3,3,2,0,2
"1366","Chr10-18852127","LOC_Os10g35280",0,2,1,3,1,1,2,12,5,7,11,6,4,4,3,18,14,11
"1367","Chr10-18852306","LOC_Os10g35280",41,15,22,35,39,38,47,42,35,35,27,30,43,42,32,102,89,88
"1368","Chr10-20398744","LOC_Os10g38090",0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"1369","Chr10-20394794","LOC_Os10g38090",1,0,3,2,1,6,18,10,16,103,100,94,0,1,2,0,0,0
"1370","Chr10-20398654","LOC_Os10g38090",4,0,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0
"1371","Chr10-20394583","LOC_Os10g38090",0,0,0,2,0,2,0,1,1,3,0,3,0,0,0,0,0,0
"1372","Chr10+21297464","LOC_Os10g39780",51,33,13,42,27,39,41,25,35,309,295,322,63,67,56,132,116,131
"1373","Chr10+21296001","LOC_Os10g39780",0,0,0,0,0,0,0,0,0,8,7,1,0,0,1,0,0,0
"1374","Chr10+21297186","LOC_Os10g39780",0,0,1,0,0,0,1,1,0,6,7,6,2,1,0,4,2,0
"1375","Chr10+21296057","LOC_Os10g39780",0,1,0,0,0,0,0,0,0,13,13,11,1,1,1,1,1,1
"1376","Chr10+21419826","LOC_Os10g39980",0,0,0,1,1,2,355,340,357,147,159,139,4,4,7,1,2,1
"1377","Chr10+21418944","LOC_Os10g39980",2,0,0,3,4,3,0,0,0,1,1,2,0,0,1,0,0,0
"1378","Chr10+21419454","LOC_Os10g39980",0,0,0,0,0,0,9,9,10,12,14,12,0,1,0,0,0,0
"1379","Chr10-22128462","LOC_Os10g41200",477,515,523,537,329,668,326,355,362,224,243,242,153,153,145,138,132,132
"1380","Chr10-22128231","LOC_Os10g41200",2,3,4,5,4,11,0,0,1,1,2,2,5,1,3,1,0,0
"1381","Chr10+22277853","LOC_Os10g41440",90,76,63,69,63,67,68,65,73,47,64,63,42,45,43,58,54,56
"1382","Chr10+22277999","LOC_Os10g41440",14,53,51,37,69,37,46,37,42,48,48,57,11,17,13,38,24,33
"1383","Chr10-22777648","LOC_Os10g42299",0,2,2,4,4,4,2,2,8,11,35,11,152,132,121,1,8,17
"1384","Chr10-22774960","LOC_Os10g42299",2080,2169,1807,1439,974,883,221,190,252,30,26,23,5,3,4,9,10,9
"1385","Chr10-22777387","LOC_Os10g42299",0,0,0,3,4,0,0,0,0,5,4,8,8,5,4,1,1,1
"1386","Chr10-22777155","LOC_Os10g42299",0,0,0,1,0,1,0,4,0,5,6,8,2,2,3,0,1,3
"1387","Chr10+22935980","LOC_Os10g42520",3,2,1,0,1,0,0,1,0,3,1,1,0,1,0,5,12,0
"1388","Chr10+22935741","LOC_Os10g42520",5,11,10,6,3,6,0,1,0,8,5,10,10,9,1,34,45,38
"1389","Chr10-23037176","LOC_Os10g42710",0,0,0,0,0,0,3,3,3,1,1,3,0,0,0,0,0,2
"1390","Chr10-23035366","LOC_Os10g42710",718,680,728,953,899,859,673,713,683,659,699,680,271,235,301,233,243,259
"1391","Chr10-23037915","LOC_Os10g42710",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"1392","Chr11-304779","LOC_Os11g01530",19,13,17,49,65,76,30,28,35,1,2,1,16,9,15,2,2,1
"1393","Chr11-305061","LOC_Os11g01530",201,189,182,738,768,757,555,586,558,27,27,33,118,89,105,68,77,72
"1394","Chr11-306384","LOC_Os11g01530",1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
"1395","Chr11-605820","LOC_Os11g02180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1396","Chr11-602761","LOC_Os11g02180",5,4,0,2,0,0,0,0,0,1,0,1,1,0,0,2,1,0
"1397","Chr11-947702","LOC_Os11g02830",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
