"","chrstrandcoord","gene","dry_seed1","dry_seed2","dry_seed3","imbibed_seed1","imbibed_seed2","imbibed_seed3","leaf_60days1","leaf_60days2","leaf_60days3","husk1","husk2","husk3","anther1","anther2","anther3","embryo1","embryo2","embryo3"
"1166","Chr8+12719261","LOC_Os08g21330",0,0,0,0,2,1,1,1,4,3,0,1,0,0,1,0,0,0
"1167","Chr8+12718764","LOC_Os08g21330",1,0,3,2,0,4,2,3,1,7,9,2,4,19,8,4,2,8
"1168","Chr8+12719218","LOC_Os08g21330",0,0,0,0,0,0,1,1,1,1,0,2,0,2,3,2,1,1
"1169","Chr8-12724304","LOC_Os08g21350",227,212,221,161,126,190,163,138,166,128,58,190,87,96,96,137,169,143
"1170","Chr8-12724556","LOC_Os08g21350",116,124,137,33,28,41,11,10,0,9,9,9,11,8,8,49,46,54
"1171","Chr8+13074572","LOC_Os08g21840",0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1172","Chr8+13075843","LOC_Os08g21840",1,8,4,17,8,5,0,0,0,0,0,0,5,5,3,8,5,3
"1173","Chr8+13076027","LOC_Os08g21840",32,30,36,38,41,45,22,9,25,23,23,23,89,43,67,45,43,43
"1174","Chr8-16519397","LOC_Os08g27040",12,3,2,5,1,1,10,6,8,2,6,3,2,4,3,5,7,5
"1175","Chr8-16519628","LOC_Os08g27040",94,84,84,64,56,59,115,121,125,114,80,86,59,48,50,135,118,98
"1176","Chr8-16522921","LOC_Os08g27040",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1177","Chr8-16915204","LOC_Os08g27759",0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0
"1178","Chr8-16916653","LOC_Os08g27759",21,18,20,53,28,40,9,6,10,27,33,40,3,3,7,19,19,19
"1179","Chr8-16946484","LOC_Os08g27824",32,32,36,36,25,31,9,12,7,22,21,19,19,25,31,31,31,30
"1180","Chr8-16946671","LOC_Os08g27824",8,10,15,0,0,0,3,0,0,0,0,0,0,0,0,9,8,7
"1181","Chr8-18103293","LOC_Os08g29530",173,312,204,106,155,139,74,71,82,128,126,133,175,174,157,201,210,192
"1182","Chr8-18108092","LOC_Os08g29530",1,0,1,4,3,3,2,0,2,3,1,0,0,0,0,0,0,0
"1183","Chr8+19207763","LOC_Os08g31090",80,76,98,295,306,318,0,1,0,67,46,45,118,125,137,42,35,43
"1184","Chr8+19208087","LOC_Os08g31090",8,8,8,22,23,8,0,0,0,5,1,3,6,16,11,11,9,6
"1185","Chr8+19548979","LOC_Os08g31580",328,559,567,253,247,238,161,231,280,515,446,521,547,541,581,341,318,324
"1186","Chr8+19547661","LOC_Os08g31580",37,31,37,8,14,12,0,0,0,4,3,4,3,5,4,15,8,17
"1187","Chr8+19698137","LOC_Os08g31769",96,37,68,50,39,41,8,7,8,22,22,20,69,72,73,62,60,77
"1188","Chr8+19693840","LOC_Os08g31769",4,8,3,0,2,1,4,3,3,2,3,3,4,4,2,3,1,3
"1189","Chr8+20565942","LOC_Os08g33082",0,1,0,1,2,1,0,1,0,1,3,1,0,2,1,2,1,2
"1190","Chr8+20566194","LOC_Os08g33082",58,69,55,39,32,38,41,40,39,44,72,57,39,33,37,101,120,89
"1191","Chr8+20560447","LOC_Os08g33082",1,1,1,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0
"1192","Chr8-22219629","LOC_Os08g35220",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
"1193","Chr8-22220044","LOC_Os08g35220",61,16,26,27,66,80,62,43,44,12,9,13,23,16,13,27,24,14
"1194","Chr8-22219953","LOC_Os08g35220",0,0,0,12,5,11,11,3,4,6,19,17,2,4,0,3,6,6
"1195","Chr8-23219154","LOC_Os08g36774",185,174,185,218,191,239,105,105,106,58,55,65,43,41,36,269,276,282
"1196","Chr8-23218888","LOC_Os08g36774",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"1197","Chr8-23229774","LOC_Os08g36774",0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,1
"1198","Chr8-23229595","LOC_Os08g36774",4,4,4,6,6,4,0,0,0,1,1,0,0,0,0,6,1,5
"1199","Chr8+23717394","LOC_Os08g37432",54,41,35,136,170,154,96,88,39,12,25,24,8,2,10,24,17,17
"1200","Chr8+23717490","LOC_Os08g37432",2,2,0,0,4,4,0,2,3,0,0,0,1,0,0,1,1,0
"1201","Chr8+23714230","LOC_Os08g37432",18,20,19,84,100,77,4,2,4,2,1,1,3,0,1,6,9,12
"1202","Chr8+24499077","LOC_Os08g38740",16,21,20,5,20,23,0,2,1,22,37,31,187,158,161,12,12,12
"1203","Chr8+24498123","LOC_Os08g38740",7,9,13,0,0,0,0,0,0,0,0,0,0,2,1,3,2,3
"1204","Chr8+24498068","LOC_Os08g38740",17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2
"1205","Chr8+24713013","LOC_Os08g39120",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"1206","Chr8+24715539","LOC_Os08g39120",13,16,12,6,16,15,7,7,7,27,21,25,13,10,24,10,7,25
"1207","Chr8+24715695","LOC_Os08g39120",1,4,1,0,2,3,0,0,0,0,1,1,4,1,4,2,2,2
"1208","Chr8+24715432","LOC_Os08g39120",4,2,1,0,0,0,0,0,0,0,0,4,2,1,0,0,1,0
"1209","Chr8+25940341","LOC_Os08g41010",0,0,0,0,0,0,1,4,1,0,1,0,0,1,1,0,0,0
"1210","Chr8+25942290","LOC_Os08g41010",193,273,184,101,77,95,36,47,37,24,39,34,41,37,33,214,237,232
"1211","Chr8+25940856","LOC_Os08g41010",0,0,0,4,1,5,2,2,1,0,0,2,3,3,3,0,0,0
"1212","Chr8+25940715","LOC_Os08g41010",12,29,22,81,79,65,48,48,30,19,3,27,30,34,32,12,21,15
"1213","Chr8+25942446","LOC_Os08g41010",21,17,23,25,30,17,9,11,9,5,7,6,3,0,0,21,27,17
"1214","Chr8-26165335","LOC_Os08g41440",0,0,0,0,1,1,0,0,0,2,2,7,1,0,0,0,0,0
"1215","Chr8-26165429","LOC_Os08g41440",0,0,0,0,0,1,0,3,0,5,9,12,4,3,0,0,0,0
"1216","Chr8-26165225","LOC_Os08g41440",0,0,0,33,20,27,3,5,4,83,92,84,23,10,21,0,0,1
"1217","Chr8-26165067","LOC_Os08g41440",5,6,2,89,84,76,23,14,13,241,281,279,72,54,55,6,3,3
"1218","Chr8-26842165","LOC_Os08g42470",0,1,0,0,0,3,1,1,1,1,1,1,0,0,0,0,0,0
"1219","Chr8-26841065","LOC_Os08g42470",0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0
"1220","Chr8+28019336","LOC_Os08g44560",5,7,12,0,3,1,0,0,1,0,0,0,1,0,0,0,1,0
"1221","Chr8+28019959","LOC_Os08g44560",8,2,2,0,1,0,7,4,3,5,2,4,3,1,0,2,7,2
"1222","Chr8+28019221","LOC_Os08g44560",3,6,3,0,2,1,1,1,0,0,3,0,0,0,0,7,6,4
"1223","Chr8+28020252","LOC_Os08g44560",31,35,30,41,36,54,23,27,28,2,8,5,5,3,9,21,20,25
"1224","Chr8+28345550","LOC_Os08g45140",22,10,4,56,28,34,68,87,109,84,80,91,60,45,48,20,19,17
"1225","Chr8+28345480","LOC_Os08g45140",13,11,6,0,1,1,5,4,5,0,0,0,0,2,1,6,4,7
"1226","Chr9-3494968","LOC_Os09g07154",0,0,0,2,1,3,0,0,0,0,8,9,2,6,5,0,0,0
"1227","Chr9-3494310","LOC_Os09g07154",1,0,0,2,0,1,0,0,0,8,5,8,14,15,12,0,0,0
"1228","Chr9-3493970","LOC_Os09g07154",0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"1229","Chr9-4201088","LOC_Os09g08130",7,3,5,5,6,2,4,10,5,2,2,4,7,8,7,0,0,0
"1230","Chr9-4201179","LOC_Os09g08130",0,3,2,0,0,0,1,0,1,2,0,1,0,1,3,1,3,0
"1231","Chr9-4200791","LOC_Os09g08130",2,1,2,7,2,2,1,2,2,1,6,0,0,1,2,0,0,0
"1232","Chr9-4502975","LOC_Os09g08620",6,12,5,15,4,7,17,11,19,6,7,8,13,12,9,4,4,5
"1233","Chr9-4504354","LOC_Os09g08620",3,2,1,0,0,0,2,1,2,0,0,3,1,0,0,1,0,0
"1234","Chr9-5838299","LOC_Os09g10710",13,25,25,1,0,7,10,14,12,32,24,23,20,46,36,24,20,20
"1235","Chr9-5837818","LOC_Os09g10710",90,188,188,179,151,184,126,139,139,79,76,66,83,56,69,169,255,193
"1236","Chr9-9970573","LOC_Os09g16330",133,126,133,277,358,293,142,141,164,29,27,25,14,10,10,11,11,11
"1237","Chr9-9976956","LOC_Os09g16330",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1238","Chr9-9978437","LOC_Os09g16330",1,0,2,19,2,29,0,0,0,0,0,0,0,0,0,0,0,0
"1239","Chr9+11815225","LOC_Os09g19734",0,2,1,1,3,0,1,3,1,0,0,2,1,0,0,1,1,1
"1240","Chr9+11808918","LOC_Os09g19734",96,65,79,331,342,365,303,296,300,416,467,361,519,437,505,131,127,107
"1241","Chr9+11815322","LOC_Os09g19734",1,1,3,5,3,2,31,15,27,4,3,4,5,4,4,1,1,1
"1242","Chr9-11913911","LOC_Os09g19910",10,7,5,0,0,0,1,0,1,0,0,0,0,1,1,1,9,18
"1243","Chr9-11913665","LOC_Os09g19910",76,76,86,32,30,36,27,22,16,70,70,46,80,76,80,87,89,94
"1244","Chr9-11920887","LOC_Os09g19930",0,0,0,3,0,4,0,0,0,16,15,15,22,23,16,0,0,0
"1245","Chr9-11920518","LOC_Os09g19930",0,0,0,0,0,0,0,0,0,5,1,6,5,6,5,0,0,0
"1246","Chr9-12289976","LOC_Os09g20430",4,15,19,12,20,18,17,17,12,6,5,4,17,1,5,5,7,5
"1247","Chr9-12290869","LOC_Os09g20430",2,0,1,5,1,3,0,0,0,0,0,1,1,0,1,1,0,0
"1248","Chr9-13141232","LOC_Os09g21689",0,0,2,1,1,1,5,7,3,1,0,0,3,0,2,4,4,3
"1249","Chr9-13143923","LOC_Os09g21689",1,0,1,3,1,0,1,0,0,1,2,2,3,4,1,4,2,2
"1250","Chr9-13140575","LOC_Os09g21689",11,18,22,49,39,36,36,36,36,35,40,47,22,24,28,29,27,30
"1251","Chr9-13144064","LOC_Os09g21689",4,6,3,10,7,14,1,0,4,3,9,6,6,13,0,10,7,8
"1252","Chr9-13141141","LOC_Os09g21689",0,0,0,0,0,0,0,1,1,2,2,2,2,3,1,0,0,0
"1253","Chr9-13140981","LOC_Os09g21689",0,8,4,6,6,1,0,5,2,5,4,5,0,0,2,0,0,0
"1254","Chr9-13146026","LOC_Os09g21689",7,17,5,10,11,10,20,23,20,17,18,8,6,18,19,6,11,8
"1255","Chr9-15450591","LOC_Os09g25784",1,0,0,0,0,0,10,11,10,1,0,2,0,6,4,1,0,0
"1256","Chr9-15454658","LOC_Os09g25784",2,0,2,0,1,2,0,1,1,0,2,0,0,0,1,0,0,0
"1257","Chr9-15451257","LOC_Os09g25784",2,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"1258","Chr9-15546421","LOC_Os09g25900",67,48,11,3,2,4,5,6,6,4,4,13,8,4,5,11,8,11
"1259","Chr9-15546294","LOC_Os09g25900",0,0,0,0,0,0,1,1,2,2,3,2,0,0,0,0,0,0
"1260","Chr9-15628806","LOC_Os09g26004",0,0,0,2,3,1,0,0,1,0,1,1,2,2,0,0,0,0
"1261","Chr9-15628473","LOC_Os09g26004",10,8,1,10,14,10,0,1,1,1,0,5,1,2,5,12,13,12
"1262","Chr9-15628352","LOC_Os09g26004",0,3,3,24,21,22,5,7,6,16,6,10,2,2,0,1,0,2
"1263","Chr9-15628978","LOC_Os09g26004",5,18,10,1,16,1,4,8,7,16,14,13,11,17,11,18,11,12
"1264","Chr9-15629125","LOC_Os09g26004",1,0,1,0,1,3,2,3,3,3,3,2,1,3,2,4,6,5
"1265","Chr9-15630611","LOC_Os09g26004",1,0,1,7,9,5,2,1,2,6,6,5,2,9,4,1,2,2
"1266","Chr9-15781288","LOC_Os09g26180",0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
"1267","Chr9-15781451","LOC_Os09g26180",94,99,121,289,251,90,203,261,275,85,96,87,80,85,106,267,272,267
"1268","Chr9+17395623","LOC_Os09g28590",22,20,20,66,95,72,65,66,65,63,68,67,64,71,55,25,18,24
"1269","Chr9+17395381","LOC_Os09g28590",8,17,6,38,38,35,32,29,34,11,11,10,26,17,10,24,20,20
"1270","Chr9+17395098","LOC_Os09g28590",8,9,6,1,12,5,8,4,6,6,5,14,5,2,11,31,33,28
"1271","Chr9+17428694","LOC_Os09g28660",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"1272","Chr9+17428559","LOC_Os09g28660",3,5,3,4,2,5,2,2,1,4,8,3,4,5,3,3,2,4
"1273","Chr9-17607432","LOC_Os09g28940",0,0,0,2,3,2,0,1,0,1,1,0,1,0,1,0,0,0
"1274","Chr9-17600449","LOC_Os09g28940",0,1,4,0,0,0,2,3,2,3,6,2,1,2,0,0,0,1
"1275","Chr9-17600326","LOC_Os09g28940",20,22,23,13,9,9,16,13,18,15,28,25,7,6,9,18,18,25
"1276","Chr9+17880364","LOC_Os09g29420",28,72,58,39,64,36,5,6,6,13,14,10,4,3,4,12,16,18
"1277","Chr9+17880146","LOC_Os09g29420",51,68,53,36,20,34,24,18,17,18,16,19,20,17,20,78,82,82
"1278","Chr9+17984032","LOC_Os09g29570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1279","Chr9+17982120","LOC_Os09g29570",0,0,0,0,0,0,5,7,5,0,1,4,0,0,0,0,0,0
"1280","Chr9-18178320","LOC_Os09g29890",4,10,8,0,0,0,0,0,0,5,5,5,4,3,3,11,17,11
"1281","Chr9-18174323","LOC_Os09g29890",0,0,0,1,1,2,1,1,2,0,11,4,1,0,3,3,2,2
"1282","Chr9-18178215","LOC_Os09g29890",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1283","Chr9-18177979","LOC_Os09g29890",3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,5,3,2
"1284","Chr9-18178830","LOC_Os09g29890",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1285","Chr9-18174554","LOC_Os09g29890",171,112,155,103,82,114,13,30,49,167,248,195,497,448,465,310,302,317
"1286","Chr9+18470333","LOC_Os09g30340",7,7,6,1,0,1,21654,22695,22065,3343,3173,3041,298,282,255,15,9,19
"1287","Chr9+18470277","LOC_Os09g30340",0,0,0,0,0,0,19,11,17,5,4,3,1,1,0,2,1,0
"1288","Chr9-18982597","LOC_Os09g31478",11,6,27,1,0,0,0,0,0,0,0,0,0,0,0,0,3,12
"1289","Chr9-18979687","LOC_Os09g31478",2,0,2,4,12,5,0,0,0,0,0,0,0,0,0,1,4,4
"1290","Chr9-18978985","LOC_Os09g31478",11,7,2,0,4,1,0,0,0,0,0,1,0,0,0,2,2,10
"1291","Chr9-18979838","LOC_Os09g31478",5,6,0,2,1,1,0,0,0,0,0,0,0,1,0,6,2,4
"1292","Chr9-18981220","LOC_Os09g31478",41,23,20,1,2,4,0,0,0,0,1,0,0,0,0,0,2,0
"1293","Chr9-18978152","LOC_Os09g31478",112,35,49,12,116,230,11,30,4,62,22,33,25,33,35,41,36,36
"1294","Chr9-18980205","LOC_Os09g31478",17,37,20,2,3,3,0,0,0,0,0,0,0,0,0,10,9,15
"1295","Chr9+19575257","LOC_Os09g32820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1296","Chr9+19575608","LOC_Os09g32820",21,20,19,36,51,33,113,103,121,68,76,73,54,62,46,12,14,13
"1297","Chr9+19575330","LOC_Os09g32820",8,2,10,0,2,3,2,1,3,0,0,0,0,0,0,4,1,5
"1298","Chr9+19575435","LOC_Os09g32820",90,74,85,68,46,42,159,160,168,83,85,85,94,92,101,68,66,98
"1299","Chr9-20157729","LOC_Os09g34150",3,2,3,0,4,6,32,42,57,19,17,13,12,8,6,0,0,0
"1300","Chr9-20157428","LOC_Os09g34150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1301","Chr9-20157883","LOC_Os09g34150",0,0,0,0,3,1,1,2,1,2,0,2,0,0,0,0,0,0
"1302","Chr9-20741346","LOC_Os09g35990",0,1,0,3,7,2,6,6,8,2,2,1,7,7,6,0,0,0
"1303","Chr9-20737046","LOC_Os09g35990",2,2,8,2,8,3,22,23,25,12,7,5,3,0,3,0,0,2
"1304","Chr9-20737114","LOC_Os09g35990",8,4,3,4,5,6,20,17,16,7,0,9,6,3,3,4,3,2
"1305","Chr9-20738731","LOC_Os09g35990",2,15,6,0,1,1,7,6,5,3,1,2,1,3,3,3,3,3
"1306","Chr9+20768215","LOC_Os09g36060",0,0,0,0,0,0,0,0,0,6,5,2,12,13,12,0,0,0
"1307","Chr9+20766606","LOC_Os09g36060",1,0,0,0,1,3,0,0,0,1,1,0,2,4,1,0,0,0
"1308","Chr9+21668197","LOC_Os09g37590",29,28,29,21,23,22,25,29,25,2,8,5,8,8,5,32,32,32
"1309","Chr9+21674236","LOC_Os09g37590",7,0,8,0,0,1,1,0,2,2,7,3,16,27,25,10,6,4
"1310","Chr9+21669672","LOC_Os09g37590",11,19,18,7,22,3,4,9,8,1,1,0,1,0,1,8,6,8
"1311","Chr9+21674381","LOC_Os09g37590",1,1,1,0,2,0,0,0,0,4,2,1,8,5,8,0,0,0
"1312","Chr10-1010532","LOC_Os10g02630",6,9,12,0,0,0,1,1,0,0,0,0,0,0,0,5,8,3
"1313","Chr10-1010250","LOC_Os10g02630",1,8,10,0,0,0,0,0,0,0,0,0,1,0,1,1,2,4
"1314","Chr10-1007664","LOC_Os10g02630",772,503,647,506,512,466,747,715,676,327,317,323,199,265,250,617,661,662
"1315","Chr10-1007989","LOC_Os10g02630",1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1316","Chr10-1007585","LOC_Os10g02630",2,4,8,5,2,6,7,7,5,1,0,1,2,3,2,0,0,1
"1317","Chr10-1656947","LOC_Os10g03690",6,1,2,7,4,4,7,5,4,5,6,3,0,2,1,2,1,4
"1318","Chr10-1656775","LOC_Os10g03690",4,2,5,18,24,32,14,15,17,29,29,30,18,19,16,6,4,4
"1319","Chr10+1859884","LOC_Os10g04050",2,0,1,3,2,5,18,16,11,6,4,5,2,0,2,0,1,0
"1320","Chr10+1860706","LOC_Os10g04050",0,12,5,30,76,50,82,83,80,28,28,12,8,8,5,3,14,2
"1321","Chr10+1861986","LOC_Os10g04050",5,4,2,0,0,0,0,1,0,0,0,0,0,0,0,4,5,6
"1322","Chr10-5595770","LOC_Os10g10190",7,4,3,7,19,12,18,22,20,17,17,16,35,36,34,8,11,13
"1323","Chr10-5595951","LOC_Os10g10190",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,5
"1324","Chr10-6080392","LOC_Os10g10990",74,49,63,32,32,32,5,6,5,10,7,7,6,6,5,201,302,267
"1325","Chr10-6084404","LOC_Os10g10990",0,10,10,0,0,3,0,0,0,3,2,5,4,2,2,0,0,0
"1326","Chr10-6080043","LOC_Os10g10990",39,22,21,39,34,30,9,11,7,11,8,7,0,6,6,28,33,4
"1327","Chr10+7441146","LOC_Os10g13694",1,2,0,0,1,1,10,5,2,1,1,1,10,9,10,2,0,6
"1328","Chr10+7435564","LOC_Os10g13694",4,4,6,5,7,0,1,1,1,3,4,7,15,18,17,1,0,1
"1329","Chr10+7442296","LOC_Os10g13694",0,0,0,1,1,0,2,3,2,1,0,0,0,0,0,3,7,3
"1330","Chr10+7442172","LOC_Os10g13694",49,15,10,38,42,39,52,67,61,56,66,63,73,90,82,72,73,73
"1331","Chr10+7441925","LOC_Os10g13694",3,2,3,0,0,0,0,0,0,0,1,0,0,2,0,0,4,2
"1332","Chr10+7441823","LOC_Os10g13694",6,9,3,5,5,5,9,9,4,9,5,8,32,34,30,2,1,5
"1333","Chr10+7435674","LOC_Os10g13694",1,14,8,17,12,30,0,0,0,1,0,2,23,17,15,4,1,1
"1334","Chr10+7689791","LOC_Os10g14180",18,23,19,32,34,20,7,7,8,34,28,34,12,7,9,2,1,1
"1335","Chr10+7689694","LOC_Os10g14180",10,9,2,8,16,13,17,18,14,40,32,39,22,19,36,14,7,12
"1336","Chr10+7694616","LOC_Os10g14180",1,1,0,4,5,3,13,7,15,11,12,10,18,13,19,0,0,0
"1337","Chr10+7694459","LOC_Os10g14180",1,1,0,0,4,2,14,15,11,17,14,16,15,13,21,0,1,0
"1338","Chr10+7690935","LOC_Os10g14180",0,3,0,0,0,0,0,1,0,3,1,2,1,0,1,0,0,0
"1339","Chr10+7690851","LOC_Os10g14180",5,0,1,4,5,6,3,3,5,2,5,0,5,2,10,0,0,0
"1340","Chr10+8827894","LOC_Os10g17489",3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
"1341","Chr10+8827750","LOC_Os10g17489",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4
"1342","Chr10+8827695","LOC_Os10g17489",29,38,30,46,56,48,11,10,13,16,20,17,1,2,3,52,49,53
"1343","Chr10+8826518","LOC_Os10g17489",1,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
"1344","Chr10+9760570","LOC_Os10g19160",97,105,98,0,13,1,0,0,0,6,9,4,0,0,0,84,65,77
"1345","Chr10+9760105","LOC_Os10g19160",1,0,0,0,1,12,0,1,0,1,1,1,1,0,1,0,0,0
"1346","Chr10-10216070","LOC_Os10g20310",10,8,9,20,38,22,81,85,72,7,12,35,10,10,15,11,2,0
"1347","Chr10-10216272","LOC_Os10g20310",3,2,3,1,2,1,1,1,2,1,0,0,0,0,0,0,1,3
"1348","Chr10-10217555","LOC_Os10g20310",0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
"1349","Chr10+10939619","LOC_Os10g21360",0,1,0,5,2,5,4,5,5,2,3,2,18,15,15,0,1,4
"1350","Chr10+10939127","LOC_Os10g21360",5,3,1,0,0,0,2,5,3,7,4,7,20,19,18,9,4,4
"1351","Chr10-12113419","LOC_Os10g23220",1,1,3,0,0,0,1,1,1,1,0,0,0,1,1,4,4,4
"1352","Chr10-12113671","LOC_Os10g23220",85,90,85,111,150,154,138,157,158,92,104,117,128,112,123,115,115,134
"1353","Chr10-14434210","LOC_Os10g27350",24,5,1,15,8,10,1,2,1,4,3,1,6,10,14,13,14,21
"1354","Chr10-14433996","LOC_Os10g27350",2,3,4,4,7,0,2,0,0,1,1,3,9,0,2,1,8,0
"1355","Chr10-14433939","LOC_Os10g27350",6,7,16,7,4,8,3,2,3,4,6,4,11,13,12,1,0,1
"1356","Chr10-14434091","LOC_Os10g27350",3,1,4,0,0,0,0,0,0,0,0,0,3,1,1,2,1,5
"1357","Chr10+14735849","LOC_Os10g28320",1,7,3,3,3,4,0,0,0,1,2,4,0,0,0,0,0,0
"1358","Chr10+14736607","LOC_Os10g28320",1,4,3,0,0,0,15,14,15,16,0,19,3,5,4,1,0,4
"1359","Chr10-15806659","LOC_Os10g30410",0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0
"1360","Chr10-15808091","LOC_Os10g30410",0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"1361","Chr10+16185233","LOC_Os10g31000",4,2,2,1,2,2,6,5,5,3,5,3,8,6,7,0,0,2
"1362","Chr10+16184930","LOC_Os10g31000",457,759,536,532,295,533,242,254,256,259,258,245,338,373,266,452,448,456
"1363","Chr10+16185132","LOC_Os10g31000",1,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1364","Chr10-17365233","LOC_Os10g33140",0,1,5,0,0,2,6,5,5,0,0,1,0,0,0,2,3,4
"1365","Chr10-17365058","LOC_Os10g33140",1,3,0,0,0,1,47,58,52,8,12,12,1,3,3,1,3,4
"1366","Chr10-18852127","LOC_Os10g35280",6,3,3,4,3,6,3,1,1,8,5,0,4,4,3,2,3,3
"1367","Chr10-18852306","LOC_Os10g35280",68,54,57,61,76,53,35,39,38,42,19,38,43,42,32,157,158,151
"1368","Chr10-20398744","LOC_Os10g38090",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,1
"1369","Chr10-20394794","LOC_Os10g38090",3,0,3,9,6,3,2,1,6,8,10,3,0,1,2,3,4,4
"1370","Chr10-20398654","LOC_Os10g38090",0,0,0,2,3,0,1,2,1,1,0,0,0,0,0,0,0,0
"1371","Chr10-20394583","LOC_Os10g38090",0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
"1372","Chr10+21297464","LOC_Os10g39780",25,33,32,68,69,140,42,27,39,41,61,52,63,67,56,24,22,19
"1373","Chr10+21296001","LOC_Os10g39780",3,3,5,3,3,0,0,0,0,0,0,0,0,0,1,0,1,1
"1374","Chr10+21297186","LOC_Os10g39780",7,5,2,0,0,4,0,0,0,2,3,4,2,1,0,0,0,0
"1375","Chr10+21296057","LOC_Os10g39780",0,0,0,3,3,4,0,0,0,1,1,2,1,1,1,0,0,0
"1376","Chr10+21419826","LOC_Os10g39980",5,0,0,11,16,7,1,1,2,9,17,0,4,4,7,7,3,4
"1377","Chr10+21418944","LOC_Os10g39980",1,0,1,0,2,0,3,4,3,4,1,4,0,0,1,0,0,0
"1378","Chr10+21419454","LOC_Os10g39980",0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"1379","Chr10-22128462","LOC_Os10g41200",99,91,105,106,154,122,537,329,668,113,125,119,153,153,145,107,117,111
"1380","Chr10-22128231","LOC_Os10g41200",5,7,3,1,2,1,5,4,11,2,2,1,5,1,3,1,0,1
"1381","Chr10+22277853","LOC_Os10g41440",182,179,182,160,114,143,69,63,67,15,30,40,42,45,43,109,109,110
"1382","Chr10+22277999","LOC_Os10g41440",40,28,17,81,92,61,37,69,37,33,36,26,11,17,13,34,36,37
"1383","Chr10-22777648","LOC_Os10g42299",13,14,14,64,59,49,4,4,4,18,14,15,152,132,121,26,18,23
"1384","Chr10-22774960","LOC_Os10g42299",0,4,3,11,14,5,1439,974,883,38,32,37,5,3,4,3,2,1
"1385","Chr10-22777387","LOC_Os10g42299",7,8,21,4,5,5,3,4,0,0,0,4,8,5,4,2,1,9
"1386","Chr10-22777155","LOC_Os10g42299",16,13,13,5,5,6,1,0,1,5,2,1,2,2,3,2,2,5
"1387","Chr10+22935980","LOC_Os10g42520",0,0,0,2,0,3,0,1,0,0,5,5,0,1,0,0,0,0
"1388","Chr10+22935741","LOC_Os10g42520",0,1,0,2,2,3,6,3,6,0,4,7,10,9,1,0,0,0
"1389","Chr10-23037176","LOC_Os10g42710",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1390","Chr10-23035366","LOC_Os10g42710",154,297,223,303,336,325,953,899,859,307,372,338,271,235,301,166,180,161
"1391","Chr10-23037915","LOC_Os10g42710",4,4,6,2,0,0,0,0,0,0,0,1,0,0,0,3,2,2
"1392","Chr11-304779","LOC_Os11g01530",2,1,2,0,1,0,49,65,76,18,11,16,16,9,15,1,1,2
"1393","Chr11-305061","LOC_Os11g01530",43,70,56,25,14,15,738,768,757,210,193,218,118,89,105,45,43,48
"1394","Chr11-306384","LOC_Os11g01530",2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,1,0
"1395","Chr11-605820","LOC_Os11g02180",0,1,1,5,8,2,0,0,0,0,1,1,0,0,0,0,0,0
"1396","Chr11-602761","LOC_Os11g02180",0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0
