"","chrstrandcoord","gene","imbibed_seed1","imbibed_seed2","imbibed_seed3","shoot1","shoot2","shoot3","leaf_20days1","leaf_20days2","leaf_20days3","leaf_60days1","leaf_60days2","leaf_60days3","stem_60days1","stem_60days2","stem_60days3","mature_pollen1","mature_pollen2","mature_pollen3"
"1164","Chr8-7991327","LOC_Os08g13430",0,0,0,1,2,0,3,3,5,6,6,3,1,1,1,0,0,0
"1165","Chr8-7992674","LOC_Os08g13430",10,6,9,23,14,17,41,32,31,18,75,51,36,39,39,34,9,17
"1166","Chr8+12719261","LOC_Os08g21330",0,2,1,4,0,1,0,0,0,1,1,4,1,0,1,0,0,0
"1167","Chr8+12718764","LOC_Os08g21330",2,0,4,10,12,11,0,0,0,2,3,1,1,0,2,7,9,9
"1168","Chr8+12719218","LOC_Os08g21330",0,0,0,2,2,2,5,5,2,1,1,1,2,0,0,0,0,0
"1169","Chr8-12724304","LOC_Os08g21350",161,126,190,90,110,106,170,167,152,163,138,166,123,126,126,424,73,338
"1170","Chr8-12724556","LOC_Os08g21350",33,28,41,5,3,1,0,1,0,11,10,0,6,5,3,97,21,70
"1171","Chr8+13074572","LOC_Os08g21840",0,0,0,0,1,0,6,1,2,0,0,0,0,1,1,7,4,9
"1172","Chr8+13075843","LOC_Os08g21840",17,8,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"1173","Chr8+13076027","LOC_Os08g21840",38,41,45,36,32,32,14,1,3,22,9,25,25,6,14,45,11,59
"1174","Chr8-16519397","LOC_Os08g27040",5,1,1,11,11,11,3,2,8,10,6,8,14,2,14,4,26,13
"1175","Chr8-16519628","LOC_Os08g27040",64,56,59,126,118,126,57,58,75,115,121,125,82,82,87,138,134,38
"1176","Chr8-16522921","LOC_Os08g27040",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,15,3,12
"1177","Chr8-16915204","LOC_Os08g27759",0,0,0,1,1,4,0,2,1,2,1,2,0,0,1,2,0,3
"1178","Chr8-16916653","LOC_Os08g27759",53,28,40,9,18,5,0,9,2,9,6,10,18,14,15,82,70,123
"1179","Chr8-16946484","LOC_Os08g27824",36,25,31,12,12,23,11,0,0,9,12,7,9,8,8,12,15,10
"1180","Chr8-16946671","LOC_Os08g27824",0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
"1181","Chr8-18103293","LOC_Os08g29530",106,155,139,86,73,60,127,118,116,74,71,82,100,96,61,41,128,77
"1182","Chr8-18108092","LOC_Os08g29530",4,3,3,0,0,0,0,0,0,2,0,2,0,0,0,21,9,4
"1183","Chr8+19207763","LOC_Os08g31090",295,306,318,2,2,2,3,1,0,0,1,0,10,10,16,32,9,154
"1184","Chr8+19208087","LOC_Os08g31090",22,23,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1185","Chr8+19548979","LOC_Os08g31580",253,247,238,87,77,102,244,250,233,161,231,280,257,259,263,222,42,125
"1186","Chr8+19547661","LOC_Os08g31580",8,14,12,0,2,0,3,3,5,0,0,0,1,2,2,0,0,0
"1187","Chr8+19698137","LOC_Os08g31769",50,39,41,8,11,17,9,6,1,8,7,8,10,12,13,36,399,6
"1188","Chr8+19693840","LOC_Os08g31769",0,2,1,3,2,3,6,1,5,4,3,3,3,1,4,15,15,27
"1189","Chr8+20565942","LOC_Os08g33082",1,2,1,1,0,0,2,2,0,0,1,0,0,0,0,1,0,0
"1190","Chr8+20566194","LOC_Os08g33082",39,32,38,22,23,27,55,55,55,41,40,39,29,29,34,12,11,1
"1191","Chr8+20560447","LOC_Os08g33082",0,2,4,1,0,1,3,0,2,0,1,0,1,0,0,1,0,4
"1192","Chr8-22219629","LOC_Os08g35220",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,6,9
"1193","Chr8-22220044","LOC_Os08g35220",27,66,80,14,13,34,36,40,41,62,43,44,18,20,26,84,37,49
"1194","Chr8-22219953","LOC_Os08g35220",12,5,11,1,2,2,4,4,3,11,3,4,9,12,6,0,0,0
"1195","Chr8-23219154","LOC_Os08g36774",218,191,239,58,59,52,116,84,105,105,105,106,115,114,116,46,18,78
"1196","Chr8-23218888","LOC_Os08g36774",0,0,0,3,2,4,0,1,0,0,0,0,0,0,2,0,0,0
"1197","Chr8-23229774","LOC_Os08g36774",0,0,3,0,1,0,1,1,2,1,0,0,1,0,0,2,3,0
"1198","Chr8-23229595","LOC_Os08g36774",6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1199","Chr8+23717394","LOC_Os08g37432",136,170,154,30,34,31,209,213,214,96,88,39,53,55,46,14,53,36
"1200","Chr8+23717490","LOC_Os08g37432",0,4,4,0,0,0,11,6,8,0,2,3,0,0,1,0,0,0
"1201","Chr8+23714230","LOC_Os08g37432",84,100,77,4,4,4,3,3,1,4,2,4,5,5,5,15,22,32
"1202","Chr8+24499077","LOC_Os08g38740",5,20,23,0,0,0,0,0,0,0,2,1,2,0,1,179,121,154
"1203","Chr8+24498123","LOC_Os08g38740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1204","Chr8+24498068","LOC_Os08g38740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1205","Chr8+24713013","LOC_Os08g39120",0,0,0,0,0,0,2,3,2,1,1,1,1,0,0,7,8,9
"1206","Chr8+24715539","LOC_Os08g39120",6,16,15,22,17,23,10,9,8,7,7,7,16,11,8,3,91,1
"1207","Chr8+24715695","LOC_Os08g39120",0,2,3,1,0,0,0,0,1,0,0,0,1,2,1,0,0,0
"1208","Chr8+24715432","LOC_Os08g39120",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
"1209","Chr8+25940341","LOC_Os08g41010",0,0,0,0,0,0,1,2,2,1,4,1,1,2,4,0,0,0
"1210","Chr8+25942290","LOC_Os08g41010",101,77,95,23,16,23,35,31,26,36,47,37,36,46,24,8,4,1
"1211","Chr8+25940856","LOC_Os08g41010",4,1,5,13,2,2,0,10,1,2,2,1,3,3,2,0,0,0
"1212","Chr8+25940715","LOC_Os08g41010",81,79,65,25,57,42,37,38,38,48,48,30,51,48,55,35,9,27
"1213","Chr8+25942446","LOC_Os08g41010",25,30,17,3,0,1,14,1,6,9,11,9,2,8,9,6,27,13
"1214","Chr8-26165335","LOC_Os08g41440",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,19,28,6
"1215","Chr8-26165429","LOC_Os08g41440",0,0,1,4,6,7,0,0,0,0,3,0,6,2,4,1,0,1
"1216","Chr8-26165225","LOC_Os08g41440",33,20,27,17,20,21,0,0,1,3,5,4,18,21,17,34,3,5
"1217","Chr8-26165067","LOC_Os08g41440",89,84,76,62,30,49,3,17,14,23,14,13,64,57,78,65,94,53
"1218","Chr8-26842165","LOC_Os08g42470",0,0,3,0,0,0,2,1,2,1,1,1,1,0,0,3,17,34
"1219","Chr8-26841065","LOC_Os08g42470",1,0,0,42,33,20,1,1,3,0,0,0,0,0,0,0,0,0
"1220","Chr8+28019336","LOC_Os08g44560",0,3,1,2,3,6,1,0,1,0,0,1,0,2,2,0,0,0
"1221","Chr8+28019959","LOC_Os08g44560",0,1,0,0,0,2,1,2,2,7,4,3,1,1,0,0,0,0
"1222","Chr8+28019221","LOC_Os08g44560",0,2,1,9,9,14,0,0,0,1,1,0,3,1,5,46,33,23
"1223","Chr8+28020252","LOC_Os08g44560",41,36,54,14,12,14,30,12,42,23,27,28,13,11,6,7,1,5
"1224","Chr8+28345550","LOC_Os08g45140",56,28,34,163,130,175,86,108,102,68,87,109,42,42,45,17,166,181
"1225","Chr8+28345480","LOC_Os08g45140",0,1,1,5,4,5,4,4,5,5,4,5,0,2,0,0,0,0
"1226","Chr9-3494968","LOC_Os09g07154",2,1,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"1227","Chr9-3494310","LOC_Os09g07154",2,0,1,6,12,11,0,0,0,0,0,0,0,0,0,2,20,4
"1228","Chr9-3493970","LOC_Os09g07154",1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,7,6,2
"1229","Chr9-4201088","LOC_Os09g08130",5,6,2,3,0,4,0,0,0,4,10,5,3,3,3,0,0,0
"1230","Chr9-4201179","LOC_Os09g08130",0,0,0,0,0,0,1,1,2,1,0,1,1,0,0,0,0,0
"1231","Chr9-4200791","LOC_Os09g08130",7,2,2,1,1,3,9,9,2,1,2,2,1,1,1,2,1,17
"1232","Chr9-4502975","LOC_Os09g08620",15,4,7,3,13,5,14,13,16,17,11,19,8,7,8,12,38,0
"1233","Chr9-4504354","LOC_Os09g08620",0,0,0,3,2,2,10,1,0,2,1,2,3,0,3,4,7,8
"1234","Chr9-5838299","LOC_Os09g10710",1,0,7,17,14,15,17,22,17,10,14,12,12,15,13,32,36,2
"1235","Chr9-5837818","LOC_Os09g10710",179,151,184,52,76,23,124,154,102,126,139,139,96,95,100,109,157,77
"1236","Chr9-9970573","LOC_Os09g16330",277,358,293,80,68,80,75,75,78,142,141,164,165,172,170,19,44,18
"1237","Chr9-9976956","LOC_Os09g16330",1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,13,18,10
"1238","Chr9-9978437","LOC_Os09g16330",19,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1239","Chr9+11815225","LOC_Os09g19734",1,3,0,1,1,1,8,2,2,1,3,1,0,0,0,0,0,0
"1240","Chr9+11808918","LOC_Os09g19734",331,342,365,621,626,609,269,252,243,303,296,300,417,392,424,234,293,167
"1241","Chr9+11815322","LOC_Os09g19734",5,3,2,25,51,53,51,20,30,31,15,27,22,12,15,2,5,2
"1242","Chr9-11913911","LOC_Os09g19910",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"1243","Chr9-11913665","LOC_Os09g19910",32,30,36,72,84,82,44,33,50,27,22,16,54,51,49,71,82,35
"1244","Chr9-11920887","LOC_Os09g19930",3,0,4,98,82,115,1,3,2,0,0,0,0,0,0,0,0,0
"1245","Chr9-11920518","LOC_Os09g19930",0,0,0,23,39,26,0,0,0,0,0,0,0,0,0,19,27,4
"1246","Chr9-12289976","LOC_Os09g20430",12,20,18,16,16,9,10,14,12,17,17,12,5,4,4,10,1,16
"1247","Chr9-12290869","LOC_Os09g20430",5,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"1248","Chr9-13141232","LOC_Os09g21689",1,1,1,2,1,1,1,0,1,5,7,3,0,0,2,0,0,0
"1249","Chr9-13143923","LOC_Os09g21689",3,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"1250","Chr9-13140575","LOC_Os09g21689",49,39,36,23,23,29,35,38,37,36,36,36,35,47,44,25,12,18
"1251","Chr9-13144064","LOC_Os09g21689",10,7,14,1,4,6,0,2,1,1,0,4,3,3,2,0,4,0
"1252","Chr9-13141141","LOC_Os09g21689",0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0
"1253","Chr9-13140981","LOC_Os09g21689",6,6,1,1,0,1,1,0,0,0,5,2,0,2,3,0,0,0
"1254","Chr9-13146026","LOC_Os09g21689",10,11,10,5,6,8,13,11,5,20,23,20,12,11,12,14,15,11
"1255","Chr9-15450591","LOC_Os09g25784",0,0,0,6,6,7,13,7,10,10,11,10,2,1,2,0,0,0
"1256","Chr9-15454658","LOC_Os09g25784",0,1,2,1,0,0,0,2,0,0,1,1,0,0,0,10,24,13
"1257","Chr9-15451257","LOC_Os09g25784",4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1
"1258","Chr9-15546421","LOC_Os09g25900",3,2,4,52,51,53,2,9,1,5,6,6,10,8,6,19,17,39
"1259","Chr9-15546294","LOC_Os09g25900",0,0,0,7,8,7,0,0,0,1,1,2,1,0,0,0,0,0
"1260","Chr9-15628806","LOC_Os09g26004",2,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"1261","Chr9-15628473","LOC_Os09g26004",10,14,10,5,1,3,9,3,2,0,1,1,3,3,1,6,23,14
"1262","Chr9-15628352","LOC_Os09g26004",24,21,22,7,9,13,5,5,5,5,7,6,12,14,15,31,16,6
"1263","Chr9-15628978","LOC_Os09g26004",1,16,1,14,6,15,26,30,19,4,8,7,6,7,7,21,27,73
"1264","Chr9-15629125","LOC_Os09g26004",0,1,3,3,3,3,4,2,3,2,3,3,2,1,3,0,0,0
"1265","Chr9-15630611","LOC_Os09g26004",7,9,5,3,0,5,3,2,2,2,1,2,15,4,8,0,0,0
"1266","Chr9-15781288","LOC_Os09g26180",0,0,0,3,1,4,0,0,0,0,1,1,1,0,1,0,0,0
"1267","Chr9-15781451","LOC_Os09g26180",289,251,90,47,69,49,150,144,181,203,261,275,235,127,159,15,65,49
"1268","Chr9+17395623","LOC_Os09g28590",66,95,72,44,40,44,58,56,68,65,66,65,60,66,61,91,57,61
"1269","Chr9+17395381","LOC_Os09g28590",38,38,35,17,16,15,18,12,24,32,29,34,40,31,16,27,42,9
"1270","Chr9+17395098","LOC_Os09g28590",1,12,5,6,11,12,1,2,2,8,4,6,15,11,12,8,7,46
"1271","Chr9+17428694","LOC_Os09g28660",0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,9,1,2
"1272","Chr9+17428559","LOC_Os09g28660",4,2,5,19,9,14,7,8,7,2,2,1,3,6,8,0,0,0
"1273","Chr9-17607432","LOC_Os09g28940",2,3,2,0,0,2,0,0,0,0,1,0,0,0,0,14,8,7
"1274","Chr9-17600449","LOC_Os09g28940",0,0,0,1,0,0,0,6,0,2,3,2,0,0,1,0,0,0
"1275","Chr9-17600326","LOC_Os09g28940",13,9,9,13,11,12,5,1,1,16,13,18,10,13,15,0,0,0
"1276","Chr9+17880364","LOC_Os09g29420",39,64,36,7,6,0,21,7,11,5,6,6,6,5,2,34,6,51
"1277","Chr9+17880146","LOC_Os09g29420",36,20,34,9,16,11,10,1,15,24,18,17,13,25,21,14,2,10
"1278","Chr9+17984032","LOC_Os09g29570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,28,97
"1279","Chr9+17982120","LOC_Os09g29570",0,0,0,3,1,2,3,3,3,5,7,5,0,3,0,0,0,0
"1280","Chr9-18178320","LOC_Os09g29890",0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
"1281","Chr9-18174323","LOC_Os09g29890",1,1,2,0,1,1,3,2,1,1,1,2,1,1,1,0,0,0
"1282","Chr9-18178215","LOC_Os09g29890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1283","Chr9-18177979","LOC_Os09g29890",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1284","Chr9-18178830","LOC_Os09g29890",1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,19,14,37
"1285","Chr9-18174554","LOC_Os09g29890",103,82,114,81,82,75,51,52,52,13,30,49,59,69,62,173,151,287
"1286","Chr9+18470333","LOC_Os09g30340",1,0,1,20556,20356,22866,35662,34826,35404,21654,22695,22065,4028,4405,4455,362,3313,144
"1287","Chr9+18470277","LOC_Os09g30340",0,0,0,20,11,17,26,24,23,19,11,17,8,5,6,4,7,6
"1288","Chr9-18982597","LOC_Os09g31478",1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
"1289","Chr9-18979687","LOC_Os09g31478",4,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1290","Chr9-18978985","LOC_Os09g31478",0,4,1,0,0,1,0,0,0,0,0,0,4,3,6,5,11,7
"1291","Chr9-18979838","LOC_Os09g31478",2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"1292","Chr9-18981220","LOC_Os09g31478",1,2,4,0,0,0,3,1,0,0,0,0,1,3,0,0,0,0
"1293","Chr9-18978152","LOC_Os09g31478",12,116,230,8,3,5,6,6,4,11,30,4,227,243,249,1,37,4
"1294","Chr9-18980205","LOC_Os09g31478",2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1295","Chr9+19575257","LOC_Os09g32820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,42,29
"1296","Chr9+19575608","LOC_Os09g32820",36,51,33,60,69,57,216,186,163,113,103,121,71,86,54,33,150,109
"1297","Chr9+19575330","LOC_Os09g32820",0,2,3,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0
"1298","Chr9+19575435","LOC_Os09g32820",68,46,42,57,72,68,220,217,219,159,160,168,63,67,66,118,96,51
"1299","Chr9-20157729","LOC_Os09g34150",0,4,6,10,10,9,0,0,0,32,42,57,7,20,10,7,1,1
"1300","Chr9-20157428","LOC_Os09g34150",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,5,6
"1301","Chr9-20157883","LOC_Os09g34150",0,3,1,1,1,1,0,0,0,1,2,1,1,3,0,0,0,0
"1302","Chr9-20741346","LOC_Os09g35990",3,7,2,0,0,1,3,7,10,6,6,8,0,8,7,34,27,25
"1303","Chr9-20737046","LOC_Os09g35990",2,8,3,40,42,36,40,19,31,22,23,25,4,11,2,3,10,6
"1304","Chr9-20737114","LOC_Os09g35990",4,5,6,31,27,30,26,0,22,20,17,16,6,3,7,1,4,3
"1305","Chr9-20738731","LOC_Os09g35990",0,1,1,0,1,0,13,13,2,7,6,5,3,5,11,0,2,0
"1306","Chr9+20768215","LOC_Os09g36060",0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1307","Chr9+20766606","LOC_Os09g36060",0,1,3,14,0,7,2,2,2,0,0,0,0,0,2,39,69,43
"1308","Chr9+21668197","LOC_Os09g37590",21,23,22,22,4,12,20,14,11,25,29,25,6,3,5,0,0,0
"1309","Chr9+21674236","LOC_Os09g37590",0,0,1,0,0,7,0,0,0,1,0,2,0,0,0,0,0,2
"1310","Chr9+21669672","LOC_Os09g37590",7,22,3,5,0,3,19,0,14,4,9,8,2,1,1,0,0,0
"1311","Chr9+21674381","LOC_Os09g37590",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2
"1312","Chr10-1010532","LOC_Os10g02630",0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
"1313","Chr10-1010250","LOC_Os10g02630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1314","Chr10-1007664","LOC_Os10g02630",506,512,466,339,294,346,471,490,527,747,715,676,654,647,660,127,196,370
"1315","Chr10-1007989","LOC_Os10g02630",1,0,0,0,0,0,4,3,2,0,0,0,0,0,2,0,0,0
"1316","Chr10-1007585","LOC_Os10g02630",5,2,6,2,3,5,6,3,8,7,7,5,4,4,4,3,5,33
"1317","Chr10-1656947","LOC_Os10g03690",7,4,4,5,6,6,7,12,19,7,5,4,4,5,8,0,0,0
"1318","Chr10-1656775","LOC_Os10g03690",18,24,32,17,18,16,15,9,13,14,15,17,21,28,26,18,22,20
"1319","Chr10+1859884","LOC_Os10g04050",3,2,5,3,8,12,12,3,9,18,16,11,10,9,9,2,2,8
"1320","Chr10+1860706","LOC_Os10g04050",30,76,50,28,33,25,16,25,30,82,83,80,42,43,49,12,2,15
"1321","Chr10+1861986","LOC_Os10g04050",0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
"1322","Chr10-5595770","LOC_Os10g10190",7,19,12,11,14,18,13,11,23,18,22,20,11,14,13,15,3,16
"1323","Chr10-5595951","LOC_Os10g10190",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5
"1324","Chr10-6080392","LOC_Os10g10990",32,32,32,0,4,0,4,3,4,5,6,5,0,1,9,44,20,15
"1325","Chr10-6084404","LOC_Os10g10990",0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,10,9
"1326","Chr10-6080043","LOC_Os10g10990",39,34,30,5,19,10,4,2,7,9,11,7,24,12,18,0,0,0
"1327","Chr10+7441146","LOC_Os10g13694",0,1,1,5,7,5,0,4,2,10,5,2,4,4,3,7,3,7
"1328","Chr10+7435564","LOC_Os10g13694",5,7,0,1,3,0,1,1,0,1,1,1,1,0,0,46,72,10
"1329","Chr10+7442296","LOC_Os10g13694",1,1,0,5,0,2,2,0,2,2,3,2,7,5,4,0,0,0
"1330","Chr10+7442172","LOC_Os10g13694",38,42,39,43,44,42,77,78,80,52,67,61,80,70,70,112,128,135
"1331","Chr10+7441925","LOC_Os10g13694",0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,20,21,12
"1332","Chr10+7441823","LOC_Os10g13694",5,5,5,7,11,8,13,9,2,9,9,4,4,5,3,1,1,0
"1333","Chr10+7435674","LOC_Os10g13694",17,12,30,0,0,0,2,1,3,0,0,0,1,0,0,76,13,41
"1334","Chr10+7689791","LOC_Os10g14180",32,34,20,0,2,3,11,13,15,7,7,8,19,18,10,2,3,1
"1335","Chr10+7689694","LOC_Os10g14180",8,16,13,3,6,4,24,36,29,17,18,14,33,32,28,3,55,27
"1336","Chr10+7694616","LOC_Os10g14180",4,5,3,12,17,10,16,9,36,13,7,15,7,14,17,0,0,0
"1337","Chr10+7694459","LOC_Os10g14180",0,4,2,14,14,13,23,10,26,14,15,11,23,8,18,27,9,34
"1338","Chr10+7690935","LOC_Os10g14180",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"1339","Chr10+7690851","LOC_Os10g14180",4,5,6,1,1,1,2,3,11,3,3,5,5,4,4,0,0,0
"1340","Chr10+8827894","LOC_Os10g17489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1341","Chr10+8827750","LOC_Os10g17489",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1342","Chr10+8827695","LOC_Os10g17489",46,56,48,23,30,22,5,5,4,11,10,13,60,46,51,8,17,11
"1343","Chr10+8826518","LOC_Os10g17489",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1344","Chr10+9760570","LOC_Os10g19160",0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
"1345","Chr10+9760105","LOC_Os10g19160",0,1,12,1,3,0,2,1,1,0,1,0,0,0,1,49,0,17
"1346","Chr10-10216070","LOC_Os10g20310",20,38,22,28,30,28,35,42,38,81,85,72,49,65,62,10,30,3
"1347","Chr10-10216272","LOC_Os10g20310",1,2,1,1,0,0,0,0,0,1,1,2,0,0,1,0,0,0
"1348","Chr10-10217555","LOC_Os10g20310",0,0,0,3,0,1,0,0,0,1,1,1,0,0,1,29,21,5
"1349","Chr10+10939619","LOC_Os10g21360",5,2,5,6,6,5,1,0,2,4,5,5,1,2,4,2,2,2
"1350","Chr10+10939127","LOC_Os10g21360",0,0,0,19,12,1,0,0,3,2,5,3,1,3,0,5,6,11
"1351","Chr10-12113419","LOC_Os10g23220",0,0,0,0,0,2,0,4,5,1,1,1,3,3,3,0,0,0
"1352","Chr10-12113671","LOC_Os10g23220",111,150,154,164,164,170,204,206,218,138,157,158,143,134,140,293,30,219
"1353","Chr10-14434210","LOC_Os10g27350",15,8,10,1,1,0,0,1,2,1,2,1,1,0,0,0,0,0
"1354","Chr10-14433996","LOC_Os10g27350",4,7,0,1,1,1,0,0,0,2,0,0,2,3,4,0,0,0
"1355","Chr10-14433939","LOC_Os10g27350",7,4,8,0,1,1,4,3,6,3,2,3,1,2,2,0,0,0
"1356","Chr10-14434091","LOC_Os10g27350",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"1357","Chr10+14735849","LOC_Os10g28320",3,3,4,1,0,0,0,0,0,0,0,0,1,1,1,3,14,7
"1358","Chr10+14736607","LOC_Os10g28320",0,0,0,26,32,23,8,14,20,15,14,15,17,18,15,17,10,43
"1359","Chr10-15806659","LOC_Os10g30410",0,0,0,0,0,0,0,0,0,2,3,1,1,6,6,0,0,0
"1360","Chr10-15808091","LOC_Os10g30410",2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1361","Chr10+16185233","LOC_Os10g31000",1,2,2,0,1,0,8,4,7,6,5,5,0,3,0,160,188,251
"1362","Chr10+16184930","LOC_Os10g31000",532,295,533,285,262,284,253,306,308,242,254,256,229,297,281,160,16,65
"1363","Chr10+16185132","LOC_Os10g31000",3,1,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0
"1364","Chr10-17365233","LOC_Os10g33140",0,0,2,1,1,1,0,0,2,6,5,5,6,4,4,0,0,0
"1365","Chr10-17365058","LOC_Os10g33140",0,0,1,9,21,4,11,10,12,47,58,52,79,71,79,10,24,8
"1366","Chr10-18852127","LOC_Os10g35280",4,3,6,5,3,6,0,2,1,3,1,1,2,12,5,0,0,0
"1367","Chr10-18852306","LOC_Os10g35280",61,76,53,32,33,33,41,15,22,35,39,38,47,42,35,19,26,5
"1368","Chr10-20398744","LOC_Os10g38090",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"1369","Chr10-20394794","LOC_Os10g38090",9,6,3,7,8,9,1,0,3,2,1,6,18,10,16,24,12,23
"1370","Chr10-20398654","LOC_Os10g38090",2,3,0,0,1,0,4,0,2,1,2,1,0,0,0,8,13,2
"1371","Chr10-20394583","LOC_Os10g38090",0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0
"1372","Chr10+21297464","LOC_Os10g39780",68,69,140,67,50,61,51,33,13,42,27,39,41,25,35,51,53,76
"1373","Chr10+21296001","LOC_Os10g39780",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1374","Chr10+21297186","LOC_Os10g39780",0,0,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"1375","Chr10+21296057","LOC_Os10g39780",3,3,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1376","Chr10+21419826","LOC_Os10g39980",11,16,7,0,0,0,0,0,0,1,1,2,355,340,357,35,42,0
"1377","Chr10+21418944","LOC_Os10g39980",0,2,0,1,1,1,2,0,0,3,4,3,0,0,0,41,45,31
"1378","Chr10+21419454","LOC_Os10g39980",3,1,1,0,0,0,0,0,0,0,0,0,9,9,10,0,0,0
"1379","Chr10-22128462","LOC_Os10g41200",106,154,122,92,104,89,477,515,523,537,329,668,326,355,362,400,250,55
"1380","Chr10-22128231","LOC_Os10g41200",1,2,1,1,0,1,2,3,4,5,4,11,0,0,1,0,0,0
"1381","Chr10+22277853","LOC_Os10g41440",160,114,143,96,74,72,90,76,63,69,63,67,68,65,73,48,114,103
"1382","Chr10+22277999","LOC_Os10g41440",81,92,61,12,43,36,14,53,51,37,69,37,46,37,42,25,64,31
"1383","Chr10-22777648","LOC_Os10g42299",64,59,49,29,19,26,0,2,2,4,4,4,2,2,8,433,74,317
"1384","Chr10-22774960","LOC_Os10g42299",11,14,5,346,342,344,2080,2169,1807,1439,974,883,221,190,252,52,153,125
"1385","Chr10-22777387","LOC_Os10g42299",4,5,5,9,7,3,0,0,0,3,4,0,0,0,0,6,21,13
"1386","Chr10-22777155","LOC_Os10g42299",5,5,6,4,4,6,0,0,0,1,0,1,0,4,0,0,0,0
"1387","Chr10+22935980","LOC_Os10g42520",2,0,3,15,18,11,3,2,1,0,1,0,0,1,0,0,0,0
"1388","Chr10+22935741","LOC_Os10g42520",2,2,3,33,17,23,5,11,10,6,3,6,0,1,0,26,49,59
"1389","Chr10-23037176","LOC_Os10g42710",0,2,0,0,4,3,0,0,0,0,0,0,3,3,3,3,2,0
"1390","Chr10-23035366","LOC_Os10g42710",303,336,325,468,483,488,718,680,728,953,899,859,673,713,683,322,360,336
"1391","Chr10-23037915","LOC_Os10g42710",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1392","Chr11-304779","LOC_Os11g01530",0,1,0,0,1,0,19,13,17,49,65,76,30,28,35,16,6,8
"1393","Chr11-305061","LOC_Os11g01530",25,14,15,99,77,88,201,189,182,738,768,757,555,586,558,118,15,134
